listing_id,district_name,borough,inside_ringbahn,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,effective_m2_cold,listing_date,hunting_difficulty_score,anmeldung_ease_score
257,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,21.0,434.65,553.56,20.7,2025-11-18,5,3
258,Moabit,Mitte,True,Apartment,True,79.7,1670.09,1931.68,20.95,2025-12-19,4,3
259,Pankow,Pankow,False,Apartment,True,51.8,1043.64,1237.92,20.15,2025-11-01,3,4
260,Moabit,Mitte,True,Apartment,True,68.7,1628.78,1893.69,23.71,2026-06-07,4,3
261,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,48.3,710.77,907.18,14.72,2026-03-24,2,5
262,Pankow,Pankow,False,Room,True,20.7,436.24,596.59,21.07,2025-12-12,3,4
263,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,63.6,1640.17,1858.27,25.79,2026-01-01,5,3
264,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,21.0,577.49,742.63,27.5,2026-06-08,5,3
265,Mitte,Mitte,True,Apartment,False,63.0,1516.53,1735.39,24.07,2025-12-10,5,4
266,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,61.7,1143.09,1372.06,18.53,2026-08-19,4,4
267,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,48.2,686.16,881.31,14.24,2025-10-21,2,5
268,Wedding,Mitte,True,Room,False,27.8,521.0,676.82,18.74,2026-05-20,3,3
269,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,63.0,976.28,1213.54,15.5,2025-10-26,2,5
270,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,79.8,1554.4,1818.87,19.48,2026-07-01,5,3
271,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,24.0,627.87,754.54,26.16,2026-02-01,5,3
272,Prenzlauer Berg,Pankow,True,Room,False,27.1,643.04,761.96,23.73,2026-04-12,5,4
273,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,68.5,1275.13,1478.09,18.62,2025-12-29,2,5
274,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,73.5,1562.83,1857.93,21.26,2025-12-26,4,4
275,Lichtenberg,Lichtenberg,False,Apartment,False,58.9,780.22,1019.16,13.25,2025-11-12,2,4
276,Neukölln,Neukölln,True,Apartment,False,39.5,715.32,855.24,18.11,2026-06-06,4,3
277,Mitte,Mitte,True,Apartment,True,79.1,2173.34,2497.38,27.48,2025-12-21,5,4
278,Moabit,Mitte,True,Room,False,26.2,483.91,596.35,18.47,2025-10-31,4,3
279,Pankow,Pankow,False,Apartment,False,51.8,759.26,949.34,14.66,2026-02-24,3,4
280,Moabit,Mitte,True,Apartment,True,60.2,1279.09,1477.56,21.25,2026-06-10,4,3
281,Moabit,Mitte,True,Apartment,False,35.7,581.64,697.81,16.29,2026-05-12,4,3
282,Prenzlauer Berg,Pankow,True,Room,False,26.6,645.4,788.89,24.26,2025-07-15,5,4
283,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,42.0,910.8,1045.74,21.69,2025-09-29,4,4
284,Moabit,Mitte,True,Apartment,False,50.1,880.03,1026.01,17.57,2026-05-01,4,3
285,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,40.9,910.91,1054.18,22.27,2026-08-29,4,4
286,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,66.9,1037.87,1261.39,15.51,2025-09-22,2,5
287,Prenzlauer Berg,Pankow,True,Apartment,False,57.7,1302.8,1496.0,22.58,2026-05-26,5,4
288,Wedding,Mitte,True,Apartment,False,75.1,1238.69,1525.14,16.49,2026-05-15,3,3
289,Pankow,Pankow,False,Apartment,True,57.3,1067.92,1272.88,18.64,2025-07-02,3,4
290,Wedding,Mitte,True,Apartment,True,61.8,1188.88,1400.87,19.24,2026-05-15,3,3
291,Prenzlauer Berg,Pankow,True,Apartment,False,79.9,1628.66,1865.7,20.38,2025-08-07,5,4
292,Wedding,Mitte,True,Room,False,21.8,401.72,531.75,18.43,2025-06-12,3,3
293,Schöneberg,Tempelhof-Schöneberg,True,Room,True,17.1,386.24,541.77,22.59,2026-03-05,4,4
294,Mitte,Mitte,True,Apartment,True,81.7,2052.4,2364.72,25.12,2026-06-28,5,4
295,Lichtenberg,Lichtenberg,False,Apartment,False,56.0,864.43,1052.53,15.44,2026-08-20,2,4
296,Schöneberg,Tempelhof-Schöneberg,True,Room,False,23.3,481.07,633.55,20.65,2025-11-26,4,4
297,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,21.4,494.82,619.29,23.12,2025-06-02,5,3
298,Mitte,Mitte,True,Apartment,False,71.0,1533.87,1772.08,21.6,2025-09-26,5,4
299,Prenzlauer Berg,Pankow,True,Apartment,True,44.4,1291.32,1421.8,29.08,2026-05-05,5,4
300,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,79.5,1370.01,1606.98,17.23,2026-04-01,4,4
301,Mitte,Mitte,True,Room,False,26.2,606.2,719.08,23.14,2026-01-11,5,4
302,Prenzlauer Berg,Pankow,True,Apartment,False,73.8,1413.28,1715.28,19.15,2025-09-28,5,4
303,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,73.6,1116.62,1350.98,15.17,2026-08-23,2,5
304,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,55.7,1075.32,1274.06,19.31,2026-03-30,5,3
305,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,56.4,804.7,1034.06,14.27,2026-04-26,2,5
306,Lichtenberg,Lichtenberg,False,Room,False,23.7,383.79,513.28,16.19,2025-09-03,2,4
307,Wedding,Mitte,True,Apartment,False,50.0,806.75,1000.1,16.14,2025-06-30,3,3
308,Wedding,Mitte,True,Room,False,21.4,374.96,501.53,17.52,2025-11-17,3,3
309,Lichtenberg,Lichtenberg,False,Room,False,19.2,318.1,482.01,16.57,2025-06-27,2,4
310,Neukölln,Neukölln,True,Room,False,14.6,272.47,434.77,18.66,2026-03-28,4,3
311,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,45.4,871.9,1053.08,19.2,2025-09-17,2,5
312,Prenzlauer Berg,Pankow,True,Apartment,True,85.0,2156.39,2464.54,25.37,2025-09-13,5,4
313,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,73.8,1308.56,1569.84,17.73,2025-12-01,4,4
314,Neukölln,Neukölln,True,Room,False,21.0,393.85,567.64,18.75,2026-01-27,4,3
315,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,55.7,1276.59,1447.87,22.92,2025-10-12,4,4
316,Wedding,Mitte,True,Apartment,False,55.9,807.61,991.85,14.45,2025-12-12,3,3
317,Pankow,Pankow,False,Apartment,False,67.7,1037.57,1254.81,15.33,2026-07-26,3,4
318,Moabit,Mitte,True,Apartment,False,59.5,936.24,1165.55,15.74,2025-08-26,4,3
319,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,80.8,1645.32,1941.87,20.36,2025-07-01,5,3
320,Wedding,Mitte,True,Room,False,27.2,500.83,660.51,18.41,2025-12-29,3,3
321,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,70.4,1639.42,1875.11,23.29,2026-04-13,5,3
322,Lichtenberg,Lichtenberg,False,Apartment,False,59.2,831.31,1003.46,14.04,2026-03-10,2,4
323,Schöneberg,Tempelhof-Schöneberg,True,Room,False,17.8,396.01,507.12,22.25,2026-07-22,4,4
324,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,80.5,1060.96,1303.71,13.18,2025-08-16,2,5
325,Prenzlauer Berg,Pankow,True,Room,False,25.4,558.2,694.0,21.98,2025-12-09,5,4
326,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,69.9,1614.65,1824.12,23.1,2026-08-14,4,4
327,Lichtenberg,Lichtenberg,False,Apartment,True,54.0,928.01,1085.22,17.19,2025-08-27,2,4
328,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,74.2,1494.9,1786.47,20.15,2025-07-19,5,3
329,Wedding,Mitte,True,Apartment,True,80.1,1655.99,1914.34,20.67,2025-07-09,3,3
330,Lichtenberg,Lichtenberg,False,Apartment,False,63.2,808.13,1061.85,12.79,2025-11-09,2,4
331,Mitte,Mitte,True,Apartment,False,72.6,1658.52,1903.76,22.84,2025-07-10,5,4
332,Neukölln,Neukölln,True,Room,True,25.7,630.84,762.4,24.55,2026-06-22,4,3
333,Steglitz,Steglitz-Zehlendorf,False,Room,False,24.1,401.68,575.01,16.67,2025-06-28,2,5
334,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,18.8,437.76,609.83,23.29,2025-12-21,5,3
335,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,27.9,683.73,854.9,24.51,2026-01-08,4,4
336,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,39.3,812.16,963.77,20.67,2026-06-01,5,3
337,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,24.0,668.29,798.87,27.85,2025-07-25,5,3
338,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,19.0,470.95,593.13,24.79,2026-01-16,5,3
339,Wedding,Mitte,True,Apartment,False,36.3,546.67,655.99,15.06,2026-04-03,3,3
340,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,55.7,1411.63,1610.56,25.34,2025-10-03,4,4
341,Pankow,Pankow,False,Apartment,False,43.5,614.21,754.37,14.12,2025-08-14,3,4
342,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,18.2,503.83,675.2,27.68,2026-06-05,5,3
343,Lichtenberg,Lichtenberg,False,Apartment,False,57.9,756.75,925.13,13.07,2025-12-20,2,4
344,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,78.1,1792.07,2095.74,22.95,2026-04-30,4,4
345,Pankow,Pankow,False,Room,True,27.3,524.26,696.96,19.2,2025-11-11,3,4
346,Neukölln,Neukölln,True,Apartment,False,83.4,1571.0,1845.47,18.84,2025-10-22,4,3
347,Schöneberg,Tempelhof-Schöneberg,True,Room,False,16.8,374.98,496.68,22.32,2026-06-29,4,4
348,Wedding,Mitte,True,Room,False,27.2,461.09,622.94,16.95,2026-07-31,3,3
349,Steglitz,Steglitz-Zehlendorf,False,Room,False,25.1,431.19,550.24,17.18,2025-11-03,2,5
350,Prenzlauer Berg,Pankow,True,Room,True,19.9,533.22,682.09,26.79,2026-03-26,5,4
351,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,78.5,1402.41,1633.52,17.87,2025-12-02,4,4
352,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,66.9,877.59,1133.33,13.12,2026-05-03,2,5
353,Lichtenberg,Lichtenberg,False,Room,False,14.6,261.08,415.12,17.88,2025-12-22,2,4
354,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,35.5,620.95,745.65,17.49,2026-02-21,4,4
355,Wedding,Mitte,True,Apartment,False,57.3,869.42,1088.7,15.17,2026-03-29,3,3
356,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,36.2,601.98,748.74,16.63,2025-07-30,2,5
357,Steglitz,Steglitz-Zehlendorf,False,Room,True,20.4,386.1,527.05,18.93,2026-01-11,2,5
358,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,50.0,921.99,1117.94,18.44,2026-04-28,2,5
359,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,84.2,1950.4,2210.76,23.16,2026-03-14,5,3
360,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,55.3,1220.78,1409.83,22.08,2025-06-15,4,4
361,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,64.6,1178.25,1381.54,18.24,2026-06-21,2,5
362,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,40.1,754.5,886.48,18.82,2026-01-21,2,5
363,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,21.4,487.3,636.1,22.77,2026-04-09,5,3
364,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,77.3,1898.16,2187.82,24.56,2025-10-31,4,4
365,Pankow,Pankow,False,Apartment,False,50.7,711.42,865.57,14.03,2025-12-09,3,4
366,Steglitz,Steglitz-Zehlendorf,False,Room,True,22.3,449.0,590.63,20.13,2026-03-03,2,5
367,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,43.7,583.27,725.15,13.35,2025-09-04,2,5
368,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,78.3,1564.95,1837.55,19.99,2025-09-08,4,4
369,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,59.7,1123.17,1326.08,18.81,2026-08-05,4,4
370,Moabit,Mitte,True,Apartment,True,36.5,803.18,921.07,22.0,2026-03-03,4,3
371,Neukölln,Neukölln,True,Room,False,24.4,516.24,661.97,21.16,2025-07-28,4,3
372,Pankow,Pankow,False,Room,False,25.5,427.45,590.92,16.76,2025-06-22,3,4
373,Steglitz,Steglitz-Zehlendorf,False,Room,True,20.0,422.12,548.21,21.11,2026-08-22,2,5
374,Mitte,Mitte,True,Room,True,25.4,760.89,921.31,29.96,2025-09-30,5,4
375,Prenzlauer Berg,Pankow,True,Apartment,False,52.5,1126.41,1318.52,21.46,2025-08-24,5,4
376,Pankow,Pankow,False,Room,True,16.9,316.87,445.14,18.75,2026-03-03,3,4
377,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,18.1,390.76,556.53,21.59,2026-05-14,5,3
378,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,19.8,405.4,533.43,20.47,2026-05-02,5,3
379,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,42.3,1020.0,1185.49,24.11,2025-12-19,5,3
380,Moabit,Mitte,True,Room,False,22.8,427.8,542.71,18.76,2026-07-12,4,3
381,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,23.7,562.03,701.59,23.71,2026-02-05,5,3
382,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,77.4,1307.7,1622.45,16.9,2026-04-22,4,4
383,Lichtenberg,Lichtenberg,False,Apartment,False,74.8,1031.77,1335.59,13.79,2026-07-28,2,4
384,Prenzlauer Berg,Pankow,True,Apartment,True,49.2,1247.79,1440.8,25.36,2026-07-09,5,4
385,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,37.3,701.77,847.39,18.81,2025-06-09,4,4
386,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,57.8,1593.5,1830.18,27.57,2025-08-07,5,3
387,Lichtenberg,Lichtenberg,False,Room,False,26.3,401.6,535.03,15.27,2025-07-13,2,4
388,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,37.6,707.34,849.14,18.81,2026-06-22,4,4
389,Prenzlauer Berg,Pankow,True,Room,True,15.3,385.39,533.98,25.19,2026-02-21,5,4
390,Lichtenberg,Lichtenberg,False,Room,True,18.8,356.69,511.8,18.97,2026-01-31,2,4
391,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,True,25.3,619.98,749.43,24.51,2025-12-13,5,3
392,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,38.4,785.15,924.63,20.45,2025-08-24,5,3
393,Moabit,Mitte,True,Room,True,24.5,612.27,751.02,24.99,2025-09-20,4,3
394,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,41.2,1072.87,1213.58,26.04,2026-07-11,5,3
395,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,17.5,401.25,558.13,22.93,2025-10-24,5,3
396,Steglitz,Steglitz-Zehlendorf,False,Room,False,26.3,415.28,564.73,15.79,2025-09-05,2,5
397,Steglitz,Steglitz-Zehlendorf,False,Room,False,25.0,438.44,564.0,17.54,2025-12-15,2,5
398,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,15.0,356.39,467.17,23.76,2025-12-02,5,3
399,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,22.0,444.58,598.97,20.21,2026-06-26,4,4
400,Moabit,Mitte,True,Apartment,False,35.8,551.42,666.5,15.4,2025-06-21,4,3
401,Mitte,Mitte,True,Apartment,True,49.3,1481.06,1649.09,30.04,2025-12-23,5,4
402,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,42.6,778.13,905.71,18.27,2025-09-13,5,3
403,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,66.7,1869.16,2067.88,28.02,2026-05-24,5,3
404,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,37.9,632.28,761.95,16.68,2026-01-19,4,4
405,Pankow,Pankow,False,Apartment,True,72.1,1360.02,1630.36,18.86,2026-05-26,3,4
406,Mitte,Mitte,True,Room,False,21.3,542.35,699.2,25.46,2025-08-25,5,4
407,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,17.8,393.93,554.07,22.13,2025-06-16,4,4
408,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,38.2,939.85,1054.16,24.6,2026-01-20,4,4
409,Wedding,Mitte,True,Room,False,21.9,382.27,508.85,17.46,2025-07-23,3,3
410,Pankow,Pankow,False,Apartment,True,72.0,1277.0,1486.86,17.74,2025-06-24,3,4
411,Moabit,Mitte,True,Room,False,16.5,342.61,454.91,20.76,2026-07-17,4,3
412,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,51.1,717.73,910.09,14.05,2025-10-17,2,5
413,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,68.7,1537.64,1779.39,22.38,2025-06-24,5,3
414,Schöneberg,Tempelhof-Schöneberg,True,Room,False,18.0,391.74,523.01,21.76,2026-03-11,4,4
415,Moabit,Mitte,True,Room,True,21.9,491.67,631.83,22.45,2026-03-30,4,3
416,Moabit,Mitte,True,Apartment,False,71.6,1216.03,1492.06,16.98,2025-08-17,4,3
417,Mitte,Mitte,True,Apartment,True,62.1,1823.22,2004.03,29.36,2025-11-19,5,4
418,Mitte,Mitte,True,Apartment,True,71.9,1867.41,2160.74,25.97,2026-01-01,5,4
419,Moabit,Mitte,True,Apartment,False,42.1,677.95,802.26,16.1,2025-09-27,4,3
420,Wedding,Mitte,True,Room,False,20.4,380.8,528.55,18.67,2026-02-14,3,3
421,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,64.6,1549.74,1747.21,23.99,2025-10-28,5,3
422,Neukölln,Neukölln,True,Apartment,False,54.6,1038.04,1217.76,19.01,2026-01-18,4,3
423,Neukölln,Neukölln,True,Room,False,15.9,336.64,453.72,21.17,2025-07-25,4,3
424,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,15.7,422.93,562.3,26.94,2026-01-24,5,3
425,Neukölln,Neukölln,True,Apartment,True,75.4,1689.87,1963.12,22.41,2025-09-19,4,3
426,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,27.6,560.89,674.07,20.32,2025-11-01,4,4
427,Neukölln,Neukölln,True,Apartment,True,82.6,2023.81,2317.88,24.5,2025-07-19,4,3
428,Moabit,Mitte,True,Room,False,15.7,277.75,438.51,17.69,2025-09-22,4,3
429,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,23.6,572.99,688.45,24.28,2026-03-28,5,3
430,Neukölln,Neukölln,True,Apartment,True,84.9,1848.92,2177.58,21.78,2025-07-18,4,3
431,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,False,14.7,327.37,465.53,22.27,2026-06-06,4,4
432,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,56.3,1326.77,1508.62,23.57,2026-01-15,4,4
433,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,17.4,377.59,514.37,21.7,2026-03-09,5,3
434,Moabit,Mitte,True,Room,True,15.9,357.64,501.82,22.49,2026-04-19,4,3
435,Wedding,Mitte,True,Apartment,False,74.1,1117.11,1380.42,15.08,2026-02-04,3,3
436,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,54.4,936.08,1114.66,17.21,2025-09-21,4,4
437,Mitte,Mitte,True,Apartment,False,37.9,911.25,1045.24,24.04,2026-06-28,5,4
438,Pankow,Pankow,False,Apartment,False,40.0,609.8,738.59,15.24,2026-07-23,3,4
439,Steglitz,Steglitz-Zehlendorf,False,Room,False,17.1,302.57,464.4,17.69,2025-11-29,2,5
440,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,25.3,589.9,759.31,23.32,2025-06-15,5,3
441,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,63.2,913.66,1111.22,14.46,2026-07-20,2,5
442,Moabit,Mitte,True,Apartment,True,36.9,731.55,839.44,19.83,2026-01-31,4,3
443,Mitte,Mitte,True,Room,False,25.3,595.87,717.4,23.55,2026-07-16,5,4
444,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,23.9,537.87,682.08,22.51,2025-12-04,4,4
445,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,19.5,402.48,532.09,20.64,2025-08-09,5,3
446,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,67.0,1349.74,1569.55,20.15,2026-05-29,5,3
447,Wedding,Mitte,True,Apartment,False,74.3,1089.43,1357.41,14.66,2025-08-29,3,3
448,Schöneberg,Tempelhof-Schöneberg,True,Room,False,15.8,337.16,508.83,21.34,2026-03-21,4,4
449,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,63.4,1079.33,1287.4,17.02,2026-07-20,4,4
450,Pankow,Pankow,False,Room,False,27.1,435.51,593.96,16.07,2025-09-30,3,4
451,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,79.3,1748.59,2039.38,22.05,2026-08-28,4,4
452,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,17.5,393.18,510.2,22.47,2025-06-01,4,4
453,Mitte,Mitte,True,Room,False,27.6,714.87,856.92,25.9,2025-12-11,5,4
454,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,True,59.0,1506.0,1725.75,25.53,2025-08-23,4,4
455,Moabit,Mitte,True,Room,False,18.1,336.12,507.98,18.57,2025-07-08,4,3
456,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,24.2,626.43,742.48,25.89,2026-04-01,4,4
457,Pankow,Pankow,False,Apartment,False,56.6,862.33,1067.72,15.24,2026-01-09,3,4
458,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,27.6,737.21,907.37,26.71,2026-03-04,5,3
459,Neukölln,Neukölln,True,Apartment,True,39.8,891.96,1030.83,22.41,2025-06-28,4,3
460,Charlottenburg,Charlottenburg-Wilmersdorf,True,Room,True,25.5,646.64,762.94,25.36,2025-09-14,4,4
461,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,58.7,1096.13,1321.65,18.67,2026-01-28,5,3
462,Moabit,Mitte,True,Apartment,True,67.1,1386.73,1612.03,20.67,2025-09-04,4,3
463,Moabit,Mitte,True,Room,False,17.7,360.07,506.75,20.34,2025-08-17,4,3
464,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,52.2,1011.19,1199.51,19.37,2026-03-11,2,5
465,Mitte,Mitte,True,Apartment,False,55.9,1234.42,1454.68,22.08,2026-01-30,5,4
466,Pankow,Pankow,False,Apartment,False,38.9,620.77,766.92,15.96,2026-02-13,3,4
467,Pankow,Pankow,False,Apartment,False,68.9,1043.06,1252.81,15.14,2026-06-23,3,4
468,Moabit,Mitte,True,Room,False,27.6,558.76,676.96,20.24,2026-01-03,4,3
469,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,False,84.9,1730.79,2061.98,20.39,2025-10-11,5,3
470,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,38.4,689.55,819.22,17.96,2025-11-14,4,4
471,Neukölln,Neukölln,True,Apartment,False,35.6,660.43,788.77,18.55,2026-07-06,4,3
472,Schöneberg,Tempelhof-Schöneberg,True,Room,True,21.9,567.94,684.45,25.93,2025-07-25,4,4
473,Pankow,Pankow,False,Apartment,False,78.4,1245.96,1555.91,15.89,2025-10-14,3,4
474,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,58.7,997.26,1195.88,16.99,2026-04-13,4,4
475,Pankow,Pankow,False,Apartment,False,54.8,870.72,1075.05,15.89,2025-06-26,3,4
476,Steglitz,Steglitz-Zehlendorf,False,Apartment,True,53.6,977.51,1152.95,18.24,2026-08-06,2,5
477,Moabit,Mitte,True,Apartment,False,83.6,1331.94,1604.52,15.93,2026-06-16,4,3
478,Moabit,Mitte,True,Apartment,True,71.4,1488.1,1733.01,20.84,2026-07-27,4,3
479,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,78.4,1513.03,1788.87,19.3,2025-08-21,4,4
480,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,15.9,375.42,542.58,23.61,2025-06-15,5,3
481,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,False,25.7,553.0,692.67,21.52,2025-12-02,5,3
482,Steglitz,Steglitz-Zehlendorf,False,Room,True,20.5,416.62,570.9,20.32,2025-10-02,2,5
483,Charlottenburg,Charlottenburg-Wilmersdorf,True,Apartment,False,83.0,1516.29,1811.9,18.27,2025-11-24,4,4
484,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,True,76.5,1710.94,1937.35,22.37,2026-08-12,5,3
485,Pankow,Pankow,False,Apartment,True,46.1,794.09,963.83,17.23,2026-02-18,3,4
486,Mitte,Mitte,True,Apartment,False,69.1,1507.67,1719.03,21.82,2025-08-28,5,4
487,Pankow,Pankow,False,Apartment,True,65.4,1373.94,1619.27,21.01,2025-10-19,3,4
488,Schöneberg,Tempelhof-Schöneberg,True,Apartment,False,57.9,993.15,1182.05,17.15,2026-02-22,4,4
489,Pankow,Pankow,False,Room,True,21.2,462.3,596.62,21.81,2026-04-28,3,4
490,Pankow,Pankow,False,Apartment,True,40.4,736.71,884.93,18.24,2026-08-16,3,4
491,Neukölln,Neukölln,True,Room,False,26.5,516.1,635.85,19.48,2026-06-27,4,3
492,Prenzlauer Berg,Pankow,True,Apartment,False,75.1,1577.71,1855.03,21.01,2026-05-15,5,4
493,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,84.9,1633.76,1922.61,19.24,2025-12-16,5,3
494,Steglitz,Steglitz-Zehlendorf,False,Room,False,22.0,346.37,503.6,15.74,2025-09-22,2,5
495,Lichtenberg,Lichtenberg,False,Apartment,False,80.3,1168.39,1450.14,14.55,2026-08-07,2,4
496,Kreuzberg,Friedrichshain-Kreuzberg,True,Apartment,False,44.1,820.37,955.03,18.6,2025-10-11,5,3
497,Steglitz,Steglitz-Zehlendorf,False,Apartment,False,44.2,653.42,799.4,14.78,2025-07-16,2,5
498,Prenzlauer Berg,Pankow,True,Room,False,18.3,441.11,572.65,24.1,2025-10-12,5,4
499,Pankow,Pankow,False,Room,False,20.6,376.8,524.73,18.29,2026-04-14,3,4
500,Friedrichshain,Friedrichshain-Kreuzberg,True,Apartment,True,41.0,1080.37,1219.59,26.35,2026-08-20,5,3
501,Kreuzberg,Friedrichshain-Kreuzberg,True,Room,True,19.7,557.29,697.03,28.29,2025-11-09,5,3
502,Steglitz,Steglitz-Zehlendorf,False,Room,True,18.7,400.08,513.85,21.39,2026-01-18,2,5
503,Neukölln,Neukölln,True,Room,False,22.1,419.25,580.29,18.97,2026-07-05,4,3
504,Friedrichshain,Friedrichshain-Kreuzberg,True,Room,False,20.0,438.78,579.81,21.94,2025-06-03,5,3
505,Mitte,Mitte,True,Apartment,False,82.5,1948.29,2262.47,23.62,2026-02-27,5,4
506,Prenzlauer Berg,Pankow,True,Room,True,24.3,655.91,786.2,26.99,2025-07-23,5,4
507,Schöneberg,Tempelhof-Schöneberg,True,Apartment,True,38.3,850.24,982.26,22.2,2026-02-22,4,4
