listing_id,district_id,district_name,borough,inside_ringbahn,year,listing_date,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,effective_m2_cold
493,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-04-03,Apartment,True,84.4,1835.66,2049.1,21.75
494,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-05-21,Apartment,False,43.8,688.54,793.85,15.72
495,9,Prenzlauer Berg,Pankow,True,2022,2022-11-11,Apartment,True,73.2,1482.66,1664.14,20.25
496,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-04-13,Apartment,False,83.3,1153.37,1356.12,13.85
497,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-11-17,Room,True,18.5,305.74,436.19,16.53
498,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-10-29,Room,False,18.8,239.16,356.42,12.72
499,7,Neukölln,Neukölln,True,2022,2022-11-02,Room,False,18.2,269.34,402.09,14.8
500,12,Wedding,Mitte,True,2022,2022-07-03,Room,False,27.9,388.81,529.37,13.94
501,9,Prenzlauer Berg,Pankow,True,2022,2022-03-09,Room,False,25.4,426.51,536.6,16.79
502,9,Prenzlauer Berg,Pankow,True,2022,2022-01-20,Apartment,False,43.4,676.11,805.68,15.58
503,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-12-01,Apartment,True,61.7,1042.41,1227.25,16.89
504,5,Mitte,Mitte,True,2022,2022-04-16,Room,True,20.2,427.86,559.44,21.18
505,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-12-25,Apartment,True,56.0,731.08,896.87,13.06
506,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-02-24,Room,False,21.2,383.74,496.46,18.1
507,6,Moabit,Mitte,True,2022,2022-06-01,Room,True,17.7,321.67,453.32,18.17
508,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-01-02,Room,False,16.9,320.06,434.94,18.94
509,5,Mitte,Mitte,True,2022,2022-02-16,Apartment,False,76.8,1342.4,1537.03,17.48
510,12,Wedding,Mitte,True,2022,2022-06-01,Room,False,26.7,389.24,509.79,14.58
511,7,Neukölln,Neukölln,True,2022,2022-06-10,Apartment,True,43.7,639.85,776.26,14.64
512,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-03-29,Apartment,True,72.9,1214.77,1433.25,16.66
513,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-06-25,Room,False,22.7,402.51,506.69,17.73
514,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-09-02,Room,False,20.4,381.07,512.12,18.68
515,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-03-23,Apartment,False,40.7,595.62,695.45,14.63
516,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-07-14,Room,False,25.2,452.41,560.57,17.95
517,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-09-05,Apartment,False,79.0,1203.82,1456.82,15.24
518,6,Moabit,Mitte,True,2022,2022-12-27,Room,False,14.6,217.92,332.06,14.93
519,4,Lichtenberg,Lichtenberg,False,2022,2022-06-23,Apartment,False,71.2,738.45,970.58,10.37
520,12,Wedding,Mitte,True,2022,2022-06-27,Apartment,False,39.8,496.28,600.7,12.47
521,4,Lichtenberg,Lichtenberg,False,2022,2022-01-28,Apartment,False,77.0,848.65,1101.9,11.02
522,5,Mitte,Mitte,True,2022,2022-09-09,Apartment,True,77.4,1792.52,1983.5,23.16
523,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-07-26,Room,False,14.7,236.51,365.46,16.09
524,9,Prenzlauer Berg,Pankow,True,2022,2022-06-11,Room,False,22.0,373.51,495.94,16.98
525,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-10-09,Apartment,False,35.9,541.65,628.97,15.09
526,5,Mitte,Mitte,True,2022,2022-10-15,Apartment,False,83.2,1446.34,1712.67,17.38
527,9,Prenzlauer Berg,Pankow,True,2022,2022-08-21,Apartment,False,52.0,877.93,1040.95,16.88
528,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-02-28,Apartment,False,58.7,883.74,1062.44,15.06
529,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-09-25,Apartment,True,52.1,1097.31,1236.04,21.06
530,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-02-24,Apartment,True,43.2,749.64,881.37,17.35
531,7,Neukölln,Neukölln,True,2022,2022-06-23,Apartment,True,81.5,1296.18,1549.1,15.9
532,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-08-23,Apartment,True,66.7,1260.97,1474.58,18.91
533,4,Lichtenberg,Lichtenberg,False,2022,2022-10-11,Apartment,False,83.2,827.38,1082.19,9.94
534,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-10-24,Apartment,False,60.4,918.16,1072.75,15.2
535,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-07-16,Apartment,True,54.4,1114.76,1270.0,20.49
536,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-05-31,Apartment,False,73.1,991.93,1230.76,13.57
537,6,Moabit,Mitte,True,2022,2022-10-08,Apartment,True,65.1,1151.7,1357.34,17.69
538,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-05-29,Apartment,False,66.6,923.36,1120.61,13.86
539,4,Lichtenberg,Lichtenberg,False,2022,2022-09-15,Room,False,27.7,370.01,513.13,13.36
540,12,Wedding,Mitte,True,2022,2022-12-08,Apartment,True,40.8,595.89,714.76,14.61
541,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-01-07,Room,False,25.8,336.35,474.48,13.04
542,12,Wedding,Mitte,True,2022,2022-03-24,Room,False,14.7,195.9,307.91,13.33
543,7,Neukölln,Neukölln,True,2022,2022-07-03,Apartment,True,38.1,633.08,743.08,16.62
544,6,Moabit,Mitte,True,2022,2022-10-15,Room,False,24.4,398.2,531.61,16.32
545,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-07-15,Room,False,25.2,397.28,527.18,15.77
546,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-05-09,Room,False,23.6,410.95,513.37,17.41
547,9,Prenzlauer Berg,Pankow,True,2022,2022-12-27,Apartment,False,78.5,1326.37,1579.17,16.9
548,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-04-10,Apartment,False,62.3,717.72,910.76,11.52
549,7,Neukölln,Neukölln,True,2022,2022-03-03,Room,False,15.0,244.96,378.04,16.33
550,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-08-27,Room,True,17.7,337.77,438.02,19.08
551,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-12-05,Apartment,True,81.4,1192.26,1433.43,14.65
552,7,Neukölln,Neukölln,True,2022,2022-04-23,Apartment,False,52.9,729.74,871.83,13.79
553,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-06-28,Apartment,False,43.0,678.33,797.14,15.78
554,9,Prenzlauer Berg,Pankow,True,2022,2022-11-13,Apartment,False,51.6,793.14,961.11,15.37
555,12,Wedding,Mitte,True,2022,2022-06-27,Apartment,False,72.6,903.32,1085.06,12.44
556,6,Moabit,Mitte,True,2022,2022-06-14,Room,False,26.9,400.41,502.2,14.89
557,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-09-22,Apartment,False,54.3,773.31,917.45,14.24
558,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-06-14,Apartment,False,59.3,836.94,1014.03,14.11
559,12,Wedding,Mitte,True,2022,2022-04-18,Room,True,27.6,493.3,621.51,17.87
560,4,Lichtenberg,Lichtenberg,False,2022,2022-08-11,Apartment,True,69.3,965.11,1183.12,13.93
561,4,Lichtenberg,Lichtenberg,False,2022,2022-02-07,Apartment,True,69.3,875.79,1044.47,12.64
562,5,Mitte,Mitte,True,2022,2022-08-19,Room,True,15.0,372.55,490.89,24.84
563,4,Lichtenberg,Lichtenberg,False,2022,2022-02-02,Room,True,19.5,276.43,408.84,14.18
564,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-12-18,Apartment,False,38.6,469.95,566.28,12.17
565,7,Neukölln,Neukölln,True,2022,2022-03-22,Apartment,True,81.3,1336.08,1533.46,16.43
566,12,Wedding,Mitte,True,2022,2022-11-21,Room,False,25.2,378.39,491.66,15.02
567,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-01-06,Room,False,27.5,515.99,645.15,18.76
568,12,Wedding,Mitte,True,2022,2022-02-13,Apartment,True,37.1,559.01,666.33,15.07
569,7,Neukölln,Neukölln,True,2022,2022-09-20,Room,False,24.2,353.77,494.52,14.62
570,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-01-28,Room,True,25.7,509.67,645.65,19.83
571,12,Wedding,Mitte,True,2022,2022-10-25,Apartment,False,49.5,553.68,676.85,11.19
572,6,Moabit,Mitte,True,2022,2022-04-10,Apartment,True,68.6,1057.95,1226.9,15.42
573,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-06-11,Apartment,True,68.0,1234.47,1432.36,18.15
574,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-07-04,Room,True,25.0,509.81,622.26,20.39
575,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-02-25,Apartment,True,59.0,1164.32,1331.78,19.73
576,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-11-17,Apartment,True,49.0,1044.65,1170.91,21.32
577,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-10-24,Apartment,False,77.5,1217.69,1460.37,15.71
578,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-12-01,Apartment,True,36.8,641.26,747.45,17.43
579,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-09-19,Room,True,24.8,538.27,659.18,21.7
580,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-11-11,Room,False,23.3,428.61,564.9,18.4
581,4,Lichtenberg,Lichtenberg,False,2022,2022-12-04,Room,False,20.2,251.27,393.96,12.44
582,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-02-02,Apartment,False,52.9,786.65,936.83,14.87
583,7,Neukölln,Neukölln,True,2022,2022-08-21,Room,True,16.9,324.85,445.99,19.22
584,5,Mitte,Mitte,True,2022,2022-05-21,Room,False,15.4,314.62,443.13,20.43
585,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-12-01,Room,False,16.4,225.92,342.36,13.78
586,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-09-07,Apartment,True,80.4,1513.15,1768.9,18.82
587,6,Moabit,Mitte,True,2022,2022-05-24,Apartment,True,79.1,1259.85,1486.32,15.93
588,9,Prenzlauer Berg,Pankow,True,2022,2022-06-19,Room,True,22.4,516.1,634.76,23.04
589,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-07-30,Room,False,20.7,282.54,411.67,13.65
590,5,Mitte,Mitte,True,2022,2022-03-17,Room,True,22.3,483.63,623.72,21.69
591,5,Mitte,Mitte,True,2022,2022-11-23,Room,False,21.2,399.1,542.72,18.83
592,5,Mitte,Mitte,True,2022,2022-11-07,Apartment,False,76.1,1394.19,1591.66,18.32
593,6,Moabit,Mitte,True,2022,2022-04-04,Apartment,True,76.5,1324.11,1564.2,17.31
594,8,Pankow,Pankow,False,2022,2022-04-28,Apartment,True,71.2,992.22,1200.95,13.94
595,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-03-18,Room,True,16.8,345.97,464.86,20.59
596,8,Pankow,Pankow,False,2022,2022-09-15,Room,False,22.6,289.76,425.03,12.82
597,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-12-14,Room,False,26.6,467.88,567.93,17.59
598,4,Lichtenberg,Lichtenberg,False,2022,2022-09-04,Room,False,26.2,352.4,471.7,13.45
599,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-08-06,Room,False,26.7,456.58,582.51,17.1
600,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-10-06,Room,False,26.7,445.45,572.37,16.68
601,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-07-12,Room,True,24.4,442.47,565.86,18.13
602,4,Lichtenberg,Lichtenberg,False,2022,2022-10-27,Room,False,19.7,242.27,361.44,12.3
603,7,Neukölln,Neukölln,True,2022,2022-07-23,Room,False,21.9,340.13,484.76,15.53
604,9,Prenzlauer Berg,Pankow,True,2022,2022-05-10,Room,False,20.8,368.98,493.95,17.74
605,7,Neukölln,Neukölln,True,2022,2022-03-02,Apartment,False,54.9,674.34,848.78,12.28
606,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-06-23,Room,False,27.3,345.72,468.6,12.66
607,12,Wedding,Mitte,True,2022,2022-02-16,Apartment,False,37.6,446.71,558.47,11.88
608,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-11-08,Apartment,False,39.4,590.76,698.47,14.99
609,5,Mitte,Mitte,True,2022,2022-11-02,Apartment,False,55.0,959.22,1105.4,17.44
610,5,Mitte,Mitte,True,2022,2022-12-03,Apartment,False,67.0,1124.49,1297.45,16.78
611,12,Wedding,Mitte,True,2022,2022-01-19,Room,True,22.4,375.91,483.54,16.78
612,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-07-22,Room,True,16.2,358.63,474.52,22.14
613,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-05-26,Apartment,False,71.8,937.2,1115.35,13.05
614,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-11-07,Apartment,False,52.4,641.69,780.49,12.25
615,9,Prenzlauer Berg,Pankow,True,2022,2022-10-14,Apartment,False,35.2,529.19,629.71,15.03
616,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2022,2022-10-22,Apartment,True,40.9,762.14,880.1,18.63
617,7,Neukölln,Neukölln,True,2022,2022-08-23,Apartment,False,63.2,869.74,1064.51,13.76
618,4,Lichtenberg,Lichtenberg,False,2022,2022-11-21,Apartment,False,36.4,369.9,459.47,10.16
619,9,Prenzlauer Berg,Pankow,True,2022,2022-05-15,Apartment,True,50.8,1088.55,1210.91,21.43
620,9,Prenzlauer Berg,Pankow,True,2022,2022-04-02,Room,False,24.5,432.75,557.7,17.66
621,6,Moabit,Mitte,True,2022,2022-04-08,Room,True,22.0,397.23,539.09,18.06
622,6,Moabit,Mitte,True,2022,2022-11-13,Apartment,True,47.1,726.54,874.97,15.43
623,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-10-05,Room,True,26.9,563.56,691.18,20.95
624,5,Mitte,Mitte,True,2022,2022-05-21,Apartment,True,50.8,1186.89,1335.08,23.36
625,6,Moabit,Mitte,True,2022,2022-03-07,Room,False,21.2,323.11,456.87,15.24
626,5,Mitte,Mitte,True,2022,2022-12-18,Apartment,False,82.0,1275.47,1497.9,15.55
627,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2022,2022-07-14,Apartment,True,60.9,1088.97,1272.08,17.88
628,8,Pankow,Pankow,False,2022,2022-11-10,Room,True,26.1,402.97,515.09,15.44
629,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-07-25,Room,False,16.9,292.14,408.89,17.29
630,7,Neukölln,Neukölln,True,2022,2022-05-19,Apartment,False,84.0,1139.48,1402.63,13.57
631,9,Prenzlauer Berg,Pankow,True,2022,2022-08-31,Apartment,False,44.8,753.15,890.45,16.81
632,5,Mitte,Mitte,True,2022,2022-06-11,Room,False,27.9,560.53,683.8,20.09
633,6,Moabit,Mitte,True,2022,2022-01-31,Room,False,21.9,333.81,464.88,15.24
634,9,Prenzlauer Berg,Pankow,True,2022,2022-07-04,Apartment,False,66.5,1051.72,1231.35,15.82
635,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-12-14,Apartment,False,47.9,641.47,761.66,13.39
636,8,Pankow,Pankow,False,2022,2022-07-01,Room,False,23.1,302.6,437.71,13.1
637,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2022,2022-05-27,Apartment,False,71.8,1124.53,1321.47,15.66
638,6,Moabit,Mitte,True,2022,2022-10-20,Apartment,True,43.4,744.91,873.73,17.16
639,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-05-17,Apartment,True,43.1,706.35,821.09,16.39
640,8,Pankow,Pankow,False,2022,2022-08-19,Apartment,True,57.2,865.48,1032.97,15.13
641,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-12-25,Room,False,15.8,247.05,358.37,15.64
642,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-01-14,Room,True,15.4,240.01,364.69,15.59
643,10,Schöneberg,Tempelhof-Schöneberg,True,2022,2022-07-19,Apartment,False,40.2,580.39,679.92,14.44
644,7,Neukölln,Neukölln,True,2022,2022-03-29,Room,False,20.2,291.37,415.07,14.42
645,5,Mitte,Mitte,True,2022,2022-05-20,Room,True,26.8,645.71,784.9,24.09
646,12,Wedding,Mitte,True,2022,2022-11-20,Room,False,23.8,323.28,450.17,13.58
647,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-06-27,Apartment,False,61.2,709.51,873.45,11.59
648,6,Moabit,Mitte,True,2022,2022-06-05,Apartment,False,57.1,743.05,893.44,13.01
649,5,Mitte,Mitte,True,2022,2022-01-05,Room,False,25.9,483.04,604.15,18.65
650,11,Steglitz,Steglitz-Zehlendorf,False,2022,2022-05-30,Apartment,False,58.9,607.99,772.17,10.32
651,8,Pankow,Pankow,False,2023,2023-03-25,Room,True,19.2,329.94,459.7,17.18
652,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-05-03,Apartment,False,53.9,615.5,784.21,11.42
653,12,Wedding,Mitte,True,2023,2023-09-30,Apartment,False,75.4,1002.44,1229.11,13.29
654,7,Neukölln,Neukölln,True,2023,2023-11-13,Room,False,16.6,262.0,402.66,15.78
655,6,Moabit,Mitte,True,2023,2023-10-01,Room,False,16.6,250.35,364.58,15.08
656,5,Mitte,Mitte,True,2023,2023-03-19,Room,True,17.8,453.59,576.07,25.48
657,5,Mitte,Mitte,True,2023,2023-01-17,Apartment,True,50.6,1251.91,1412.18,24.74
658,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-10-06,Room,False,16.0,271.55,401.21,16.97
659,6,Moabit,Mitte,True,2023,2023-05-08,Room,False,17.5,279.29,391.86,15.96
660,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-02-18,Apartment,False,71.9,988.07,1215.62,13.74
661,12,Wedding,Mitte,True,2023,2023-01-22,Apartment,True,54.5,981.09,1138.74,18.0
662,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-01-27,Apartment,False,47.7,582.76,722.47,12.22
663,4,Lichtenberg,Lichtenberg,False,2023,2023-03-03,Room,True,22.9,357.44,481.86,15.61
664,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-07-10,Apartment,True,37.1,722.63,844.56,19.48
665,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-11-17,Room,False,23.6,426.66,582.29,18.08
666,5,Mitte,Mitte,True,2023,2023-04-30,Room,False,23.8,501.49,619.15,21.07
667,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-04-09,Apartment,False,72.8,1186.04,1414.98,16.29
668,5,Mitte,Mitte,True,2023,2023-05-31,Apartment,True,41.7,999.38,1130.47,23.97
669,12,Wedding,Mitte,True,2023,2023-11-03,Apartment,True,44.3,703.33,836.13,15.88
670,12,Wedding,Mitte,True,2023,2023-08-21,Room,False,20.3,319.41,455.78,15.73
671,5,Mitte,Mitte,True,2023,2023-07-06,Apartment,False,71.7,1384.11,1621.28,19.3
672,8,Pankow,Pankow,False,2023,2023-09-26,Room,False,23.2,336.93,466.37,14.52
673,4,Lichtenberg,Lichtenberg,False,2023,2023-02-26,Apartment,False,65.7,737.03,955.6,11.22
674,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-09-06,Apartment,True,76.8,1511.11,1736.28,19.68
675,9,Prenzlauer Berg,Pankow,True,2023,2023-12-26,Room,False,25.7,502.6,638.26,19.56
676,8,Pankow,Pankow,False,2023,2023-09-09,Room,True,22.5,377.96,499.35,16.8
677,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-08,Apartment,False,53.0,906.69,1094.91,17.11
678,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-02-09,Room,False,21.4,311.73,461.28,14.57
679,9,Prenzlauer Berg,Pankow,True,2023,2023-05-08,Apartment,True,71.3,1464.28,1694.12,20.54
680,8,Pankow,Pankow,False,2023,2023-07-03,Apartment,True,72.5,1046.51,1287.56,14.43
681,4,Lichtenberg,Lichtenberg,False,2023,2023-07-25,Apartment,False,79.1,861.91,1092.28,10.9
682,12,Wedding,Mitte,True,2023,2023-06-16,Room,True,28.0,494.18,620.36,17.65
683,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-10-07,Room,False,25.6,438.31,561.14,17.12
684,9,Prenzlauer Berg,Pankow,True,2023,2023-07-23,Room,False,24.4,456.45,588.81,18.71
685,5,Mitte,Mitte,True,2023,2023-06-04,Apartment,False,64.8,1174.67,1410.81,18.13
686,5,Mitte,Mitte,True,2023,2023-05-22,Room,True,26.0,600.73,743.77,23.11
687,12,Wedding,Mitte,True,2023,2023-03-21,Apartment,False,63.6,759.43,960.68,11.94
688,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-10-20,Room,False,17.5,317.31,442.82,18.13
689,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-12-20,Apartment,True,38.9,699.21,823.28,17.97
690,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-10-23,Apartment,False,64.8,745.12,965.94,11.5
691,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-03-03,Room,True,24.8,511.24,641.98,20.61
692,9,Prenzlauer Berg,Pankow,True,2023,2023-01-28,Apartment,False,81.4,1415.09,1685.25,17.38
693,7,Neukölln,Neukölln,True,2023,2023-12-11,Apartment,True,63.2,1095.57,1278.08,17.33
694,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-08-10,Apartment,False,72.6,877.21,1082.75,12.08
695,7,Neukölln,Neukölln,True,2023,2023-05-15,Apartment,True,51.8,926.73,1094.73,17.89
696,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-04-12,Room,False,23.8,458.16,591.8,19.25
697,6,Moabit,Mitte,True,2023,2023-05-05,Room,False,21.9,382.19,517.78,17.45
698,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-31,Room,False,23.6,442.17,559.23,18.74
699,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-06-29,Room,True,18.8,404.19,523.81,21.5
700,8,Pankow,Pankow,False,2023,2023-04-30,Apartment,False,66.2,804.88,1041.99,12.16
701,9,Prenzlauer Berg,Pankow,True,2023,2023-11-14,Apartment,True,71.4,1424.6,1636.57,19.95
702,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-08-19,Apartment,False,35.7,616.35,718.1,17.26
703,6,Moabit,Mitte,True,2023,2023-09-05,Room,True,21.5,401.4,525.04,18.67
704,8,Pankow,Pankow,False,2023,2023-01-23,Apartment,True,69.9,981.53,1215.5,14.04
705,7,Neukölln,Neukölln,True,2023,2023-01-05,Room,True,25.0,478.93,620.39,19.16
706,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-11-29,Room,True,25.9,607.44,720.3,23.45
707,10,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-11-02,Room,False,27.7,446.02,572.22,16.1
708,12,Wedding,Mitte,True,2023,2023-09-29,Room,True,27.5,508.96,622.75,18.51
709,7,Neukölln,Neukölln,True,2023,2023-11-17,Room,False,16.2,257.94,385.78,15.92
710,7,Neukölln,Neukölln,True,2023,2023-07-18,Room,False,21.0,358.13,498.29,17.05
711,5,Mitte,Mitte,True,2023,2023-03-12,Apartment,False,46.3,813.09,956.78,17.56
712,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-08-02,Apartment,False,68.9,1204.72,1436.77,17.49
713,9,Prenzlauer Berg,Pankow,True,2023,2023-03-09,Apartment,False,50.6,875.29,1034.9,17.3
714,9,Prenzlauer Berg,Pankow,True,2023,2023-12-19,Apartment,False,69.2,1112.63,1311.53,16.08
715,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-12-02,Apartment,False,56.5,722.74,917.27,12.79
716,8,Pankow,Pankow,False,2023,2023-03-16,Apartment,True,62.9,996.87,1187.82,15.85
717,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-11-23,Room,True,27.6,490.08,635.63,17.76
718,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-11-10,Room,False,15.5,207.89,354.2,13.41
719,8,Pankow,Pankow,False,2023,2023-07-03,Room,False,17.2,238.42,381.35,13.86
720,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-11,Apartment,False,60.1,1003.78,1207.57,16.7
721,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-01-08,Apartment,False,41.9,661.01,777.45,15.78
722,7,Neukölln,Neukölln,True,2023,2023-08-13,Apartment,True,68.6,1107.64,1307.22,16.15
723,8,Pankow,Pankow,False,2023,2023-07-14,Apartment,True,57.9,834.71,996.11,14.42
724,11,Steglitz,Steglitz-Zehlendorf,False,2023,2023-12-27,Room,False,24.4,348.23,483.87,14.27
725,5,Mitte,Mitte,True,2023,2023-09-23,Apartment,False,76.4,1268.03,1546.6,16.6
726,12,Wedding,Mitte,True,2023,2023-01-26,Room,False,21.8,328.2,468.58,15.06
727,9,Prenzlauer Berg,Pankow,True,2023,2023-08-05,Room,False,18.3,366.74,499.5,20.04
728,7,Neukölln,Neukölln,True,2023,2023-09-14,Apartment,True,60.8,1030.97,1222.89,16.96
729,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-06-15,Room,False,26.5,494.33,624.02,18.65
730,6,Moabit,Mitte,True,2023,2023-02-16,Room,False,26.6,457.68,609.39,17.21
731,7,Neukölln,Neukölln,True,2023,2023-02-16,Room,False,24.0,371.47,516.47,15.48
732,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-09-19,Apartment,False,39.3,668.16,801.94,17.0
733,8,Pankow,Pankow,False,2023,2023-12-04,Apartment,True,54.0,896.59,1072.57,16.6
734,3,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-08-17,Room,True,24.8,514.12,658.98,20.73
735,7,Neukölln,Neukölln,True,2023,2023-08-23,Apartment,True,41.6,699.66,823.54,16.82
736,6,Moabit,Mitte,True,2023,2023-10-29,Apartment,False,35.3,531.88,636.51,15.07
737,4,Lichtenberg,Lichtenberg,False,2023,2023-10-08,Apartment,False,39.0,459.85,575.69,11.79
738,7,Neukölln,Neukölln,True,2023,2023-12-01,Apartment,False,76.3,993.14,1213.15,13.02
739,1,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-14,Room,False,23.3,430.4,555.83,18.47
740,5,Mitte,Mitte,True,2023,2023-12-25,Room,False,16.3,318.54,460.28,19.54
741,8,Pankow,Pankow,False,2023,2023-01-19,Apartment,False,83.3,1069.13,1325.21,12.83
742,2,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-02-03,Apartment,True,79.9,1760.11,2040.48,22.03
743,7,Neukölln,Neukölln,True,2023,2023-04-18,Apartment,True,78.0,1316.24,1545.47,16.87
744,8,Pankow,Pankow,False,2023,2023-12-19,Room,False,27.7,401.68,517.63,14.5
745,8,Pankow,Pankow,False,2023,2023-09-27,Apartment,False,49.4,618.84,768.76,12.53
