listing_id,district_name,borough,inside_ringbahn,year,listing_date,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,effective_m2_cold,transit_to_alex_min,avg_doner_eur,anmeldung_speed_wks
679,Prenzlauer Berg,Pankow,True,2023,2023-05-08,Apartment,True,71.3,1464.28,1694.12,20.54,12,6.64,4
680,Pankow,Pankow,False,2023,2023-07-03,Apartment,True,72.5,1046.51,1287.56,14.43,25,5.98,3
681,Lichtenberg,Lichtenberg,False,2023,2023-07-25,Apartment,False,79.1,861.91,1092.28,10.9,24,5.4,3
682,Wedding,Mitte,True,2023,2023-06-16,Room,True,28.0,494.18,620.36,17.65,16,5.56,5
683,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-10-07,Room,False,25.6,438.31,561.14,17.12,22,6.56,4
684,Prenzlauer Berg,Pankow,True,2023,2023-07-23,Room,False,24.4,456.45,588.81,18.71,12,6.64,4
685,Mitte,Mitte,True,2023,2023-06-04,Apartment,False,64.8,1174.67,1410.81,18.13,6,7.06,5
686,Mitte,Mitte,True,2023,2023-05-22,Room,True,26.0,600.73,743.77,23.11,6,7.06,5
687,Wedding,Mitte,True,2023,2023-03-21,Apartment,False,63.6,759.43,960.68,11.94,16,5.56,5
688,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-10-20,Room,False,17.5,317.31,442.82,18.13,14,6.47,6
689,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-12-20,Apartment,True,38.9,699.21,823.28,17.97,19,6.23,4
690,Steglitz,Steglitz-Zehlendorf,False,2023,2023-10-23,Apartment,False,64.8,745.12,965.94,11.5,32,6.14,3
691,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-03-03,Room,True,24.8,511.24,641.98,20.61,19,6.23,4
692,Prenzlauer Berg,Pankow,True,2023,2023-01-28,Apartment,False,81.4,1415.09,1685.25,17.38,12,6.64,4
693,Neukölln,Neukölln,True,2023,2023-12-11,Apartment,True,63.2,1095.57,1278.08,17.33,18,5.64,7
694,Steglitz,Steglitz-Zehlendorf,False,2023,2023-08-10,Apartment,False,72.6,877.21,1082.75,12.08,32,6.14,3
695,Neukölln,Neukölln,True,2023,2023-05-15,Apartment,True,51.8,926.73,1094.73,17.89,18,5.64,7
696,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-04-12,Room,False,23.8,458.16,591.8,19.25,10,6.23,6
697,Moabit,Mitte,True,2023,2023-05-05,Room,False,21.9,382.19,517.78,17.45,18,5.81,5
698,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-31,Room,False,23.6,442.17,559.23,18.74,10,6.23,6
699,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-06-29,Room,True,18.8,404.19,523.81,21.5,19,6.23,4
700,Pankow,Pankow,False,2023,2023-04-30,Apartment,False,66.2,804.88,1041.99,12.16,25,5.98,3
701,Prenzlauer Berg,Pankow,True,2023,2023-11-14,Apartment,True,71.4,1424.6,1636.57,19.95,12,6.64,4
702,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-08-19,Apartment,False,35.7,616.35,718.1,17.26,14,6.47,6
703,Moabit,Mitte,True,2023,2023-09-05,Room,True,21.5,401.4,525.04,18.67,18,5.81,5
704,Pankow,Pankow,False,2023,2023-01-23,Apartment,True,69.9,981.53,1215.5,14.04,25,5.98,3
705,Neukölln,Neukölln,True,2023,2023-01-05,Room,True,25.0,478.93,620.39,19.16,18,5.64,7
706,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-11-29,Room,True,25.9,607.44,720.3,23.45,10,6.23,6
707,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-11-02,Room,False,27.7,446.02,572.22,16.1,19,6.23,4
708,Wedding,Mitte,True,2023,2023-09-29,Room,True,27.5,508.96,622.75,18.51,16,5.56,5
709,Neukölln,Neukölln,True,2023,2023-11-17,Room,False,16.2,257.94,385.78,15.92,18,5.64,7
710,Neukölln,Neukölln,True,2023,2023-07-18,Room,False,21.0,358.13,498.29,17.05,18,5.64,7
711,Mitte,Mitte,True,2023,2023-03-12,Apartment,False,46.3,813.09,956.78,17.56,6,7.06,5
712,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-08-02,Apartment,False,68.9,1204.72,1436.77,17.49,10,6.23,6
713,Prenzlauer Berg,Pankow,True,2023,2023-03-09,Apartment,False,50.6,875.29,1034.9,17.3,12,6.64,4
714,Prenzlauer Berg,Pankow,True,2023,2023-12-19,Apartment,False,69.2,1112.63,1311.53,16.08,12,6.64,4
715,Steglitz,Steglitz-Zehlendorf,False,2023,2023-12-02,Apartment,False,56.5,722.74,917.27,12.79,32,6.14,3
716,Pankow,Pankow,False,2023,2023-03-16,Apartment,True,62.9,996.87,1187.82,15.85,25,5.98,3
717,Steglitz,Steglitz-Zehlendorf,False,2023,2023-11-23,Room,True,27.6,490.08,635.63,17.76,32,6.14,3
718,Steglitz,Steglitz-Zehlendorf,False,2023,2023-11-10,Room,False,15.5,207.89,354.2,13.41,32,6.14,3
719,Pankow,Pankow,False,2023,2023-07-03,Room,False,17.2,238.42,381.35,13.86,25,5.98,3
720,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-11,Apartment,False,60.1,1003.78,1207.57,16.7,10,6.23,6
721,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-01-08,Apartment,False,41.9,661.01,777.45,15.78,14,6.47,6
722,Neukölln,Neukölln,True,2023,2023-08-13,Apartment,True,68.6,1107.64,1307.22,16.15,18,5.64,7
723,Pankow,Pankow,False,2023,2023-07-14,Apartment,True,57.9,834.71,996.11,14.42,25,5.98,3
724,Steglitz,Steglitz-Zehlendorf,False,2023,2023-12-27,Room,False,24.4,348.23,483.87,14.27,32,6.14,3
725,Mitte,Mitte,True,2023,2023-09-23,Apartment,False,76.4,1268.03,1546.6,16.6,6,7.06,5
726,Wedding,Mitte,True,2023,2023-01-26,Room,False,21.8,328.2,468.58,15.06,16,5.56,5
727,Prenzlauer Berg,Pankow,True,2023,2023-08-05,Room,False,18.3,366.74,499.5,20.04,12,6.64,4
728,Neukölln,Neukölln,True,2023,2023-09-14,Apartment,True,60.8,1030.97,1222.89,16.96,18,5.64,7
729,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-06-15,Room,False,26.5,494.33,624.02,18.65,10,6.23,6
730,Moabit,Mitte,True,2023,2023-02-16,Room,False,26.6,457.68,609.39,17.21,18,5.81,5
731,Neukölln,Neukölln,True,2023,2023-02-16,Room,False,24.0,371.47,516.47,15.48,18,5.64,7
732,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-09-19,Apartment,False,39.3,668.16,801.94,17.0,10,6.23,6
733,Pankow,Pankow,False,2023,2023-12-04,Apartment,True,54.0,896.59,1072.57,16.6,25,5.98,3
734,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-08-17,Room,True,24.8,514.12,658.98,20.73,14,6.47,6
735,Neukölln,Neukölln,True,2023,2023-08-23,Apartment,True,41.6,699.66,823.54,16.82,18,5.64,7
736,Moabit,Mitte,True,2023,2023-10-29,Apartment,False,35.3,531.88,636.51,15.07,18,5.81,5
737,Lichtenberg,Lichtenberg,False,2023,2023-10-08,Apartment,False,39.0,459.85,575.69,11.79,24,5.4,3
738,Neukölln,Neukölln,True,2023,2023-12-01,Apartment,False,76.3,993.14,1213.15,13.02,18,5.64,7
739,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-14,Room,False,23.3,430.4,555.83,18.47,22,6.56,4
740,Mitte,Mitte,True,2023,2023-12-25,Room,False,16.3,318.54,460.28,19.54,6,7.06,5
741,Pankow,Pankow,False,2023,2023-01-19,Apartment,False,83.3,1069.13,1325.21,12.83,25,5.98,3
742,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-02-03,Apartment,True,79.9,1760.11,2040.48,22.03,10,6.23,6
743,Neukölln,Neukölln,True,2023,2023-04-18,Apartment,True,78.0,1316.24,1545.47,16.87,18,5.64,7
744,Pankow,Pankow,False,2023,2023-12-19,Room,False,27.7,401.68,517.63,14.5,25,5.98,3
745,Pankow,Pankow,False,2023,2023-09-27,Apartment,False,49.4,618.84,768.76,12.53,25,5.98,3
746,Pankow,Pankow,False,2023,2023-09-10,Apartment,True,41.5,640.65,778.37,15.44,25,5.98,3
747,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-03-02,Apartment,True,49.5,932.6,1089.44,18.84,14,6.47,6
748,Steglitz,Steglitz-Zehlendorf,False,2023,2023-10-14,Apartment,False,84.9,996.74,1255.72,11.74,32,6.14,3
749,Lichtenberg,Lichtenberg,False,2023,2023-06-03,Room,False,23.7,313.66,428.71,13.23,24,5.4,3
750,Wedding,Mitte,True,2023,2023-10-19,Apartment,False,40.7,508.3,634.73,12.49,16,5.56,5
751,Pankow,Pankow,False,2023,2023-09-03,Apartment,False,44.7,581.98,742.01,13.02,25,5.98,3
752,Moabit,Mitte,True,2023,2023-10-02,Apartment,False,59.1,852.52,1062.49,14.43,18,5.81,5
753,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-10-17,Apartment,False,81.4,1158.16,1420.18,14.23,22,6.56,4
754,Steglitz,Steglitz-Zehlendorf,False,2023,2023-07-01,Apartment,False,35.9,433.93,543.37,12.09,32,6.14,3
755,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-10-20,Apartment,True,36.6,818.14,946.54,22.35,10,6.23,6
756,Pankow,Pankow,False,2023,2023-06-11,Room,False,26.1,391.0,534.74,14.98,25,5.98,3
757,Steglitz,Steglitz-Zehlendorf,False,2023,2023-06-04,Room,False,21.0,284.0,416.34,13.52,32,6.14,3
758,Prenzlauer Berg,Pankow,True,2023,2023-09-17,Apartment,True,53.7,1007.5,1159.65,18.76,12,6.64,4
759,Mitte,Mitte,True,2023,2023-09-26,Apartment,False,42.7,749.64,885.64,17.56,6,7.06,5
760,Neukölln,Neukölln,True,2023,2023-03-09,Apartment,True,78.6,1520.55,1784.57,19.35,18,5.64,7
761,Prenzlauer Berg,Pankow,True,2023,2023-01-23,Apartment,False,70.7,1205.22,1399.91,17.05,12,6.64,4
762,Lichtenberg,Lichtenberg,False,2023,2023-12-04,Apartment,False,51.7,640.45,787.42,12.39,24,5.4,3
763,Steglitz,Steglitz-Zehlendorf,False,2023,2023-04-09,Room,False,18.4,274.13,400.57,14.9,32,6.14,3
764,Neukölln,Neukölln,True,2023,2023-01-08,Room,True,20.2,361.57,485.88,17.9,18,5.64,7
765,Pankow,Pankow,False,2023,2023-05-26,Apartment,True,62.1,933.45,1156.94,15.03,25,5.98,3
766,Pankow,Pankow,False,2023,2023-08-30,Room,True,22.6,380.36,498.21,16.83,25,5.98,3
767,Lichtenberg,Lichtenberg,False,2023,2023-10-31,Room,False,15.2,205.45,349.16,13.52,24,5.4,3
768,Lichtenberg,Lichtenberg,False,2023,2023-12-10,Apartment,False,65.8,736.77,966.13,11.2,24,5.4,3
769,Wedding,Mitte,True,2023,2023-12-24,Room,False,24.7,374.72,490.9,15.17,16,5.56,5
770,Moabit,Mitte,True,2023,2023-03-15,Room,True,23.0,465.09,619.73,20.22,18,5.81,5
771,Pankow,Pankow,False,2023,2023-06-16,Room,True,16.6,301.21,451.95,18.15,25,5.98,3
772,Moabit,Mitte,True,2023,2023-06-28,Apartment,True,40.6,731.08,853.04,18.01,18,5.81,5
773,Pankow,Pankow,False,2023,2023-10-12,Apartment,False,55.3,705.51,862.91,12.76,25,5.98,3
774,Lichtenberg,Lichtenberg,False,2023,2023-03-23,Room,True,20.5,335.06,458.03,16.34,24,5.4,3
775,Moabit,Mitte,True,2023,2023-06-25,Room,True,25.4,513.81,645.4,20.23,18,5.81,5
776,Wedding,Mitte,True,2023,2023-02-28,Apartment,True,68.5,1163.32,1403.28,16.98,16,5.56,5
777,Pankow,Pankow,False,2023,2023-11-03,Apartment,True,39.9,590.87,715.17,14.81,25,5.98,3
778,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-02-01,Apartment,False,76.0,1207.76,1460.88,15.89,10,6.23,6
779,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-12-05,Room,True,22.1,523.17,669.24,23.67,10,6.23,6
780,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-06-03,Apartment,True,65.8,1310.38,1543.29,19.91,14,6.47,6
781,Pankow,Pankow,False,2023,2023-06-26,Apartment,False,80.9,1071.52,1346.26,13.24,25,5.98,3
782,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-02-01,Apartment,False,60.5,1053.41,1266.2,17.41,10,6.23,6
783,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-26,Apartment,False,35.0,546.55,673.63,15.62,22,6.56,4
784,Neukölln,Neukölln,True,2023,2023-07-15,Apartment,True,70.1,1185.9,1402.83,16.92,18,5.64,7
785,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-07-04,Apartment,False,58.7,830.93,1012.67,14.16,19,6.23,4
786,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-01-09,Room,False,23.4,378.86,494.09,16.19,19,6.23,4
787,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-11-25,Apartment,False,56.8,1030.7,1191.23,18.15,14,6.47,6
788,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-08-21,Apartment,False,69.8,1126.42,1357.52,16.14,19,6.23,4
789,Wedding,Mitte,True,2023,2023-01-04,Room,False,19.4,279.44,410.55,14.4,16,5.56,5
790,Pankow,Pankow,False,2023,2023-10-23,Apartment,False,70.6,831.9,1084.92,11.78,25,5.98,3
791,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-10,Room,True,20.8,433.19,588.47,20.83,22,6.56,4
792,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-09-22,Apartment,False,78.0,1359.81,1593.93,17.43,14,6.47,6
793,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-12-09,Apartment,False,47.3,793.59,951.92,16.78,10,6.23,6
794,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-10-01,Apartment,False,64.0,1070.48,1298.53,16.73,10,6.23,6
795,Mitte,Mitte,True,2023,2023-05-31,Apartment,False,58.5,1101.2,1284.24,18.82,6,7.06,5
796,Neukölln,Neukölln,True,2023,2023-05-14,Room,False,22.4,354.34,501.67,15.82,18,5.64,7
797,Mitte,Mitte,True,2023,2023-11-16,Apartment,False,63.6,1181.33,1372.93,18.57,6,7.06,5
798,Mitte,Mitte,True,2023,2023-05-24,Room,True,21.1,528.13,646.09,25.03,6,7.06,5
799,Neukölln,Neukölln,True,2023,2023-08-17,Apartment,True,40.6,677.22,794.39,16.68,18,5.64,7
800,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-06-25,Apartment,True,70.0,1376.25,1623.06,19.66,22,6.56,4
801,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-31,Apartment,False,76.1,1322.81,1583.64,17.38,10,6.23,6
802,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-06-26,Room,False,22.9,375.24,520.29,16.39,19,6.23,4
803,Mitte,Mitte,True,2023,2023-06-04,Apartment,False,40.8,693.62,820.46,17.0,6,7.06,5
804,Moabit,Mitte,True,2023,2023-08-31,Apartment,False,61.6,850.27,1058.79,13.8,18,5.81,5
805,Neukölln,Neukölln,True,2023,2023-12-14,Room,False,14.2,246.14,378.34,17.33,18,5.64,7
806,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-08-10,Apartment,False,37.1,615.88,739.19,16.6,22,6.56,4
807,Pankow,Pankow,False,2023,2023-12-02,Apartment,False,51.7,608.95,755.7,11.78,25,5.98,3
808,Pankow,Pankow,False,2023,2023-04-10,Room,False,24.5,366.12,504.61,14.94,25,5.98,3
809,Wedding,Mitte,True,2023,2023-02-04,Room,False,16.5,249.57,391.85,15.13,16,5.56,5
810,Mitte,Mitte,True,2023,2023-05-09,Room,False,23.6,465.98,610.62,19.74,6,7.06,5
811,Prenzlauer Berg,Pankow,True,2023,2023-04-22,Room,False,14.8,286.75,438.98,19.38,12,6.64,4
812,Pankow,Pankow,False,2023,2023-12-03,Apartment,False,41.0,535.84,653.38,13.07,25,5.98,3
813,Lichtenberg,Lichtenberg,False,2023,2023-08-28,Apartment,False,79.8,956.66,1194.3,11.99,24,5.4,3
814,Lichtenberg,Lichtenberg,False,2023,2023-12-08,Apartment,False,81.1,902.05,1156.24,11.12,24,5.4,3
815,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-01-31,Room,False,17.9,294.21,423.7,16.44,22,6.56,4
816,Neukölln,Neukölln,True,2023,2023-04-02,Apartment,True,57.0,1040.37,1228.43,18.25,18,5.64,7
817,Lichtenberg,Lichtenberg,False,2023,2023-05-13,Apartment,True,73.4,1015.33,1277.47,13.83,24,5.4,3
818,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-12-01,Room,True,24.2,537.78,672.18,22.22,10,6.23,6
819,Lichtenberg,Lichtenberg,False,2023,2023-01-02,Room,True,19.5,300.43,430.04,15.41,24,5.4,3
820,Wedding,Mitte,True,2023,2023-02-05,Apartment,False,58.9,745.15,945.7,12.65,16,5.56,5
821,Wedding,Mitte,True,2023,2023-10-02,Room,False,23.6,369.25,486.7,15.65,16,5.56,5
822,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-06-24,Room,True,14.8,339.59,468.03,22.95,22,6.56,4
823,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-07-16,Apartment,False,49.5,768.66,929.49,15.53,10,6.23,6
824,Lichtenberg,Lichtenberg,False,2023,2023-02-13,Room,False,26.6,372.55,500.72,14.01,24,5.4,3
825,Lichtenberg,Lichtenberg,False,2023,2023-07-19,Room,True,14.5,231.29,354.02,15.95,24,5.4,3
826,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-01-09,Apartment,False,60.0,1065.27,1274.11,17.75,10,6.23,6
827,Mitte,Mitte,True,2023,2023-09-25,Room,True,24.1,561.9,703.32,23.32,6,7.06,5
828,Moabit,Mitte,True,2023,2023-02-06,Apartment,False,61.8,909.15,1092.06,14.71,18,5.81,5
829,Mitte,Mitte,True,2023,2023-05-05,Apartment,False,36.0,697.76,816.8,19.38,6,7.06,5
830,Steglitz,Steglitz-Zehlendorf,False,2023,2023-11-09,Apartment,True,66.6,1088.41,1277.39,16.34,32,6.14,3
831,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-02-02,Apartment,True,75.9,1476.08,1726.86,19.45,14,6.47,6
832,Prenzlauer Berg,Pankow,True,2023,2023-12-17,Room,False,27.8,545.3,671.89,19.62,12,6.64,4
833,Pankow,Pankow,False,2023,2023-02-02,Apartment,True,83.2,1150.1,1391.89,13.82,25,5.98,3
834,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-05-05,Room,False,16.4,297.92,417.35,18.17,10,6.23,6
835,Pankow,Pankow,False,2023,2023-09-07,Room,True,25.9,466.85,579.55,18.03,25,5.98,3
836,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-09-01,Room,True,15.2,356.71,487.44,23.47,10,6.23,6
837,Steglitz,Steglitz-Zehlendorf,False,2023,2023-12-21,Room,True,17.8,291.93,411.78,16.4,32,6.14,3
838,Mitte,Mitte,True,2023,2023-06-04,Apartment,False,65.6,1098.41,1327.61,16.74,6,7.06,5
839,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-11-13,Room,False,16.7,315.0,470.96,18.86,22,6.56,4
840,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-04-17,Apartment,False,60.4,927.26,1127.41,15.35,22,6.56,4
841,Neukölln,Neukölln,True,2023,2023-03-23,Room,True,16.1,342.32,476.71,21.26,18,5.64,7
842,Lichtenberg,Lichtenberg,False,2023,2023-08-21,Apartment,True,53.2,707.21,883.04,13.29,24,5.4,3
843,Mitte,Mitte,True,2023,2023-02-06,Room,True,21.5,474.97,610.14,22.09,6,7.06,5
844,Prenzlauer Berg,Pankow,True,2023,2023-06-16,Apartment,False,51.3,824.27,996.6,16.07,12,6.64,4
845,Prenzlauer Berg,Pankow,True,2023,2023-04-23,Apartment,True,39.9,907.01,1030.22,22.73,12,6.64,4
846,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-08-21,Apartment,False,79.5,1221.0,1506.02,15.36,10,6.23,6
847,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-03-07,Room,True,24.1,576.89,697.99,23.94,14,6.47,6
848,Mitte,Mitte,True,2023,2023-06-25,Apartment,True,41.8,991.36,1112.75,23.72,6,7.06,5
849,Prenzlauer Berg,Pankow,True,2023,2023-03-29,Apartment,False,74.5,1296.07,1541.95,17.4,12,6.64,4
850,Pankow,Pankow,False,2023,2023-04-21,Apartment,False,39.3,513.67,639.05,13.07,25,5.98,3
851,Pankow,Pankow,False,2023,2023-05-07,Apartment,False,35.7,433.08,559.29,12.13,25,5.98,3
852,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-08-02,Room,True,27.0,628.66,781.08,23.28,22,6.56,4
853,Mitte,Mitte,True,2023,2023-09-03,Room,False,24.8,465.91,601.81,18.79,6,7.06,5
854,Steglitz,Steglitz-Zehlendorf,False,2023,2023-07-28,Apartment,False,47.0,566.21,695.99,12.05,32,6.14,3
855,Prenzlauer Berg,Pankow,True,2023,2023-12-27,Room,True,23.1,496.44,622.16,21.49,12,6.64,4
856,Moabit,Mitte,True,2023,2023-12-27,Apartment,False,36.2,506.5,631.2,13.99,18,5.81,5
857,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-11-18,Room,False,22.8,402.34,514.4,17.65,19,6.23,4
858,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-12-24,Room,False,21.4,384.42,530.3,17.96,10,6.23,6
859,Pankow,Pankow,False,2023,2023-01-29,Apartment,False,74.4,846.0,1109.58,11.37,25,5.98,3
860,Wedding,Mitte,True,2023,2023-11-13,Apartment,False,79.4,951.13,1195.61,11.98,16,5.56,5
861,Mitte,Mitte,True,2023,2023-06-21,Room,True,21.8,502.72,623.93,23.06,6,7.06,5
862,Prenzlauer Berg,Pankow,True,2023,2023-12-26,Apartment,False,71.9,1275.7,1529.8,17.74,12,6.64,4
863,Prenzlauer Berg,Pankow,True,2023,2023-08-05,Apartment,False,51.0,927.36,1090.72,18.18,12,6.64,4
864,Neukölln,Neukölln,True,2023,2023-09-30,Room,True,20.3,407.94,541.1,20.1,18,5.64,7
865,Lichtenberg,Lichtenberg,False,2023,2023-12-21,Apartment,False,57.6,651.58,844.88,11.31,24,5.4,3
866,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-02-09,Room,False,15.2,277.0,397.05,18.22,10,6.23,6
867,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-01-12,Room,True,16.1,330.89,485.73,20.55,10,6.23,6
868,Neukölln,Neukölln,True,2023,2023-11-27,Room,False,27.0,438.25,569.16,16.23,18,5.64,7
869,Mitte,Mitte,True,2023,2023-07-30,Room,True,26.2,632.21,773.22,24.13,6,7.06,5
870,Pankow,Pankow,False,2023,2023-10-08,Room,False,18.6,272.3,415.66,14.64,25,5.98,3
871,Moabit,Mitte,True,2023,2023-04-27,Apartment,False,79.9,1088.14,1364.62,13.62,18,5.81,5
872,Moabit,Mitte,True,2023,2023-11-13,Room,True,25.8,468.03,623.06,18.14,18,5.81,5
873,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-03-20,Apartment,True,83.7,1871.06,2151.43,22.35,14,6.47,6
874,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-10-15,Room,True,18.4,384.48,504.78,20.9,14,6.47,6
875,Steglitz,Steglitz-Zehlendorf,False,2023,2023-06-04,Room,True,18.8,312.54,431.86,16.62,32,6.14,3
876,Friedrichshain,Friedrichshain-Kreuzberg,True,2023,2023-06-13,Apartment,False,60.0,921.58,1111.31,15.36,10,6.23,6
877,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-08-31,Room,False,27.7,508.09,651.84,18.34,14,6.47,6
878,Neukölln,Neukölln,True,2023,2023-08-15,Apartment,False,84.7,1234.51,1528.39,14.58,18,5.64,7
879,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-06-07,Apartment,False,80.0,1156.61,1416.28,14.46,22,6.56,4
880,Mitte,Mitte,True,2023,2023-11-25,Room,False,20.2,383.08,497.56,18.96,6,7.06,5
881,Prenzlauer Berg,Pankow,True,2023,2023-08-17,Apartment,True,81.8,1577.66,1842.25,19.29,12,6.64,4
882,Lichtenberg,Lichtenberg,False,2023,2023-01-29,Apartment,True,60.6,808.57,1008.22,13.34,24,5.4,3
883,Lichtenberg,Lichtenberg,False,2023,2023-06-29,Room,True,26.0,415.83,540.64,15.99,24,5.4,3
884,Neukölln,Neukölln,True,2023,2023-08-01,Apartment,False,39.4,580.32,704.42,14.73,18,5.64,7
885,Moabit,Mitte,True,2023,2023-03-13,Room,False,27.6,443.3,595.64,16.06,18,5.81,5
886,Pankow,Pankow,False,2023,2023-10-30,Apartment,True,50.2,833.56,986.76,16.6,25,5.98,3
887,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-12-30,Room,False,26.8,453.1,590.11,16.91,19,6.23,4
888,Pankow,Pankow,False,2023,2023-06-04,Apartment,True,44.3,664.26,787.77,14.99,25,5.98,3
889,Pankow,Pankow,False,2023,2023-05-15,Room,False,20.5,275.09,387.2,13.42,25,5.98,3
890,Neukölln,Neukölln,True,2023,2023-08-02,Apartment,False,58.6,852.17,1060.4,14.54,18,5.64,7
891,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-02-04,Apartment,False,47.2,734.25,875.83,15.56,14,6.47,6
892,Pankow,Pankow,False,2023,2023-09-01,Apartment,False,63.3,828.94,1038.79,13.1,25,5.98,3
893,Steglitz,Steglitz-Zehlendorf,False,2023,2023-03-16,Apartment,True,71.6,945.03,1179.41,13.2,32,6.14,3
894,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-11-22,Apartment,False,52.9,752.2,914.87,14.22,22,6.56,4
895,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-18,Room,True,22.9,441.16,581.42,19.26,22,6.56,4
896,Pankow,Pankow,False,2023,2023-06-04,Apartment,False,78.6,1022.15,1286.75,13.0,25,5.98,3
897,Neukölln,Neukölln,True,2023,2023-01-07,Apartment,False,39.8,571.37,710.31,14.36,18,5.64,7
898,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-03-21,Apartment,True,59.2,1237.5,1405.76,20.9,14,6.47,6
899,Wedding,Mitte,True,2023,2023-09-30,Room,True,26.6,500.98,636.63,18.83,16,5.56,5
900,Steglitz,Steglitz-Zehlendorf,False,2023,2023-03-09,Apartment,False,40.7,481.84,596.56,11.84,32,6.14,3
901,Mitte,Mitte,True,2023,2023-06-25,Apartment,True,53.1,1304.5,1479.09,24.57,6,7.06,5
902,Kreuzberg,Friedrichshain-Kreuzberg,True,2023,2023-04-27,Apartment,True,75.7,1540.39,1758.26,20.35,14,6.47,6
903,Neukölln,Neukölln,True,2023,2023-09-05,Room,True,15.1,310.86,426.36,20.59,18,5.64,7
904,Schöneberg,Tempelhof-Schöneberg,True,2023,2023-05-10,Room,True,25.1,497.87,615.22,19.84,19,6.23,4
905,Mitte,Mitte,True,2023,2023-04-16,Room,False,24.6,517.67,671.07,21.04,6,7.06,5
906,Pankow,Pankow,False,2023,2023-10-24,Apartment,True,52.6,767.93,957.17,14.6,25,5.98,3
907,Charlottenburg,Charlottenburg-Wilmersdorf,True,2023,2023-02-04,Room,False,24.9,445.25,579.97,17.88,22,6.56,4
