listing_id,district_id,district_name,property_type,is_furnished,size_sqm,cold_rent_eur,warm_rent_eur,sample_size_total
1035,3,Kreuzberg,Apartment,No,41,621,742,390
1036,3,Kreuzberg,Apartment,No,33,573,680,390
1037,3,Kreuzberg,Apartment,No,62,899,1090,390
1038,3,Kreuzberg,Apartment,Yes,51,1104,1257,390
1039,3,Kreuzberg,Apartment,No,53,801,967,390
1040,3,Kreuzberg,Apartment,No,53,958,1140,390
1041,3,Kreuzberg,Apartment,No,67,1064,1296,390
1042,3,Kreuzberg,Apartment,Yes,41,892,1009,390
1043,3,Kreuzberg,Apartment,No,42,666,797,390
1044,3,Kreuzberg,Apartment,Yes,57,1159,1325,390
1045,3,Kreuzberg,Apartment,No,40,590,732,390
1046,3,Kreuzberg,Apartment,Yes,72,1592,1851,390
1047,3,Kreuzberg,Apartment,No,45,759,900,390
1048,3,Kreuzberg,Apartment,No,38,594,718,390
1049,3,Kreuzberg,Apartment,No,51,837,988,390
1050,3,Kreuzberg,Apartment,No,37,635,749,390
1051,3,Kreuzberg,Apartment,No,56,854,1036,390
1052,3,Kreuzberg,Apartment,Yes,69,1498,1725,390
1053,3,Kreuzberg,Apartment,No,39,595,723,390
1054,3,Kreuzberg,Apartment,No,52,845,991,390
1055,3,Kreuzberg,Apartment,No,30,514,612,390
1056,3,Kreuzberg,Apartment,No,52,933,1098,390
1057,3,Kreuzberg,Apartment,No,55,902,1079,390
1058,3,Kreuzberg,Apartment,No,43,764,885,390
1059,3,Kreuzberg,Apartment,No,55,976,1166,390
1060,3,Kreuzberg,Apartment,Yes,65,1293,1522,390
1061,3,Kreuzberg,Apartment,No,37,565,676,390
1062,3,Kreuzberg,Apartment,No,55,849,1029,390
1063,3,Kreuzberg,Apartment,No,75,1091,1311,390
1064,3,Kreuzberg,Apartment,No,37,602,714,390
1065,3,Kreuzberg,Apartment,No,67,956,1179,390
1066,3,Kreuzberg,Apartment,Yes,47,1021,1153,390
1067,3,Kreuzberg,Apartment,No,80,1347,1631,390
1068,3,Kreuzberg,Apartment,Yes,34,772,875,390
1069,3,Kreuzberg,Apartment,No,56,853,1016,390
1070,3,Kreuzberg,Apartment,No,49,863,1027,390
1071,3,Kreuzberg,Apartment,No,61,1051,1242,390
1072,3,Kreuzberg,Apartment,Yes,43,809,952,390
1073,3,Kreuzberg,Apartment,Yes,50,1082,1250,390
1074,3,Kreuzberg,Apartment,No,57,1028,1194,390
1075,3,Kreuzberg,Apartment,No,66,1088,1299,390
1076,3,Kreuzberg,Apartment,No,63,974,1183,390
1077,3,Kreuzberg,Apartment,No,42,664,788,390
1078,3,Kreuzberg,Apartment,Yes,61,1320,1509,390
1079,3,Kreuzberg,Apartment,No,57,1001,1204,390
1080,3,Kreuzberg,Apartment,No,55,864,1021,390
1081,3,Kreuzberg,Apartment,No,40,608,746,390
1082,3,Kreuzberg,Apartment,No,52,919,1100,390
1083,3,Kreuzberg,Apartment,No,57,844,1047,390
1084,3,Kreuzberg,Apartment,No,59,998,1187,390
1085,3,Kreuzberg,Apartment,No,54,793,979,390
1086,3,Kreuzberg,Apartment,No,79,1392,1673,390
1087,3,Kreuzberg,Apartment,Yes,66,1418,1653,390
1088,3,Kreuzberg,Apartment,Yes,37,715,822,390
1089,3,Kreuzberg,Apartment,No,64,1081,1305,390
1090,3,Kreuzberg,Apartment,No,62,923,1132,390
1091,3,Kreuzberg,Apartment,No,66,1038,1267,390
1092,3,Kreuzberg,Apartment,No,51,836,1008,390
1093,3,Kreuzberg,Apartment,Yes,82,1644,1928,390
1094,3,Kreuzberg,Apartment,No,55,936,1127,390
1095,3,Kreuzberg,Apartment,Yes,67,1311,1537,390
1096,3,Kreuzberg,Apartment,No,65,953,1181,390
1097,3,Kreuzberg,Apartment,No,65,994,1225,390
1098,3,Kreuzberg,Apartment,Yes,69,1328,1543,390
1099,3,Kreuzberg,Apartment,No,57,894,1069,390
1100,3,Kreuzberg,Apartment,No,52,846,1028,390
1101,3,Kreuzberg,Apartment,Yes,85,1569,1824,390
1102,3,Kreuzberg,Apartment,No,80,1161,1423,390
1103,3,Kreuzberg,Apartment,No,32,554,665,390
1104,3,Kreuzberg,Apartment,No,31,520,618,390
1105,3,Kreuzberg,Apartment,No,62,1007,1210,390
1106,3,Kreuzberg,Apartment,No,42,762,911,390
1107,3,Kreuzberg,Apartment,No,47,706,846,390
1108,3,Kreuzberg,Apartment,Yes,50,889,1063,390
1109,3,Kreuzberg,Apartment,No,43,632,777,390
1110,3,Kreuzberg,Apartment,No,58,1038,1206,390
1111,3,Kreuzberg,Apartment,No,28,440,534,390
1112,3,Kreuzberg,Apartment,No,54,791,985,390
1113,3,Kreuzberg,Apartment,No,67,1043,1267,390
1114,3,Kreuzberg,Apartment,Yes,47,954,1118,390
1115,3,Kreuzberg,Apartment,Yes,55,1109,1296,390
1116,3,Kreuzberg,Apartment,No,52,791,978,390
1117,3,Kreuzberg,Apartment,No,40,570,690,390
1118,3,Kreuzberg,Apartment,No,68,1187,1422,390
1119,3,Kreuzberg,Apartment,No,43,623,763,390
1120,3,Kreuzberg,Apartment,No,43,661,794,390
1121,3,Kreuzberg,Apartment,Yes,28,512,592,390
1122,3,Kreuzberg,Apartment,No,51,785,941,390
1123,3,Kreuzberg,Apartment,No,58,853,1021,390
1124,3,Kreuzberg,Apartment,Yes,45,816,949,390
1125,3,Kreuzberg,Apartment,Yes,54,981,1143,390
1126,3,Kreuzberg,Apartment,No,68,1198,1435,390
1127,3,Kreuzberg,Apartment,Yes,52,1122,1305,390
1128,3,Kreuzberg,Apartment,Yes,48,1047,1189,390
1129,3,Kreuzberg,Apartment,No,40,628,757,390
1130,3,Kreuzberg,Apartment,No,40,594,711,390
1131,3,Kreuzberg,Apartment,Yes,52,1129,1301,390
1132,3,Kreuzberg,Apartment,No,28,415,495,390
1133,3,Kreuzberg,Apartment,No,37,532,664,390
1134,3,Kreuzberg,Apartment,No,30,540,625,390
1135,3,Kreuzberg,Apartment,No,47,844,1004,390
1136,3,Kreuzberg,Apartment,Yes,38,696,814,390
1137,3,Kreuzberg,Apartment,No,44,735,863,390
1138,3,Kreuzberg,Apartment,Yes,66,1479,1711,390
1139,3,Kreuzberg,Apartment,No,66,957,1158,390
1140,3,Kreuzberg,Apartment,No,58,970,1139,390
1141,3,Kreuzberg,Apartment,No,67,1054,1252,390
1142,3,Kreuzberg,Apartment,No,57,864,1053,390
1143,3,Kreuzberg,Apartment,Yes,71,1389,1599,390
1144,3,Kreuzberg,Apartment,Yes,62,1246,1429,390
1145,3,Kreuzberg,Apartment,No,68,974,1182,390
1146,3,Kreuzberg,Apartment,No,39,563,680,390
1147,3,Kreuzberg,Apartment,No,43,636,759,390
1148,3,Kreuzberg,Apartment,No,50,891,1050,390
1149,3,Kreuzberg,Apartment,No,48,858,1029,390
1150,3,Kreuzberg,Apartment,Yes,43,808,947,390
1151,3,Kreuzberg,Apartment,No,54,882,1040,390
1152,3,Kreuzberg,Apartment,No,64,1142,1340,390
1153,3,Kreuzberg,Apartment,Yes,43,966,1107,390
1154,3,Kreuzberg,Apartment,No,66,1168,1366,390
1155,3,Kreuzberg,Apartment,Yes,34,729,836,390
1156,3,Kreuzberg,Apartment,Yes,50,973,1131,390
1157,3,Kreuzberg,Apartment,No,28,499,594,390
1158,3,Kreuzberg,Apartment,No,50,871,1028,390
1159,3,Kreuzberg,Apartment,Yes,47,1020,1175,390
1160,3,Kreuzberg,Apartment,Yes,64,1372,1594,390
1161,3,Kreuzberg,Apartment,No,45,711,853,390
1162,3,Kreuzberg,Apartment,No,50,859,1024,390
1163,3,Kreuzberg,Apartment,No,59,966,1145,390
1164,3,Kreuzberg,Apartment,No,43,739,867,390
1165,3,Kreuzberg,Apartment,Yes,51,1026,1190,390
1166,3,Kreuzberg,Apartment,No,59,1004,1190,390
1167,3,Kreuzberg,Apartment,No,49,697,873,390
1168,3,Kreuzberg,Apartment,No,48,729,896,390
1169,3,Kreuzberg,Apartment,No,38,650,779,390
1170,3,Kreuzberg,Apartment,Yes,54,1165,1341,390
1171,3,Kreuzberg,Apartment,Yes,67,1214,1408,390
1172,3,Kreuzberg,Apartment,Yes,36,698,816,390
1173,3,Kreuzberg,Apartment,No,45,792,949,390
1174,3,Kreuzberg,Apartment,Yes,28,510,607,390
1175,3,Kreuzberg,Apartment,Yes,49,911,1069,390
1176,3,Kreuzberg,Apartment,No,37,619,729,390
1177,3,Kreuzberg,Apartment,Yes,51,1047,1217,390
1178,3,Kreuzberg,Apartment,Yes,49,976,1141,390
1179,3,Kreuzberg,Apartment,No,53,808,987,390
1180,3,Kreuzberg,Apartment,No,61,897,1094,390
1181,3,Kreuzberg,Apartment,No,76,1131,1381,390
1182,3,Kreuzberg,Apartment,Yes,67,1512,1749,390
1183,3,Kreuzberg,Apartment,No,58,869,1060,390
1184,3,Kreuzberg,Apartment,No,69,1145,1367,390
1185,3,Kreuzberg,Apartment,Yes,55,1031,1193,390
1186,3,Kreuzberg,Apartment,No,28,408,501,390
1187,3,Kreuzberg,Apartment,No,32,526,639,390
1188,3,Kreuzberg,Apartment,No,46,822,963,390
1189,3,Kreuzberg,Apartment,No,28,500,591,390
1190,3,Kreuzberg,Apartment,No,48,823,961,390
1191,3,Kreuzberg,Apartment,No,52,866,1032,390
1192,3,Kreuzberg,Apartment,No,58,923,1090,390
1193,3,Kreuzberg,Apartment,No,46,690,847,390
1194,3,Kreuzberg,Apartment,No,60,868,1042,390
1195,3,Kreuzberg,Apartment,No,51,895,1055,390
1196,3,Kreuzberg,Apartment,No,45,647,794,390
1197,3,Kreuzberg,Apartment,No,30,464,557,390
1198,3,Kreuzberg,Apartment,Yes,61,1114,1332,390
1199,3,Kreuzberg,Apartment,No,71,1090,1315,390
1200,3,Kreuzberg,Apartment,Yes,62,1250,1438,390
1201,3,Kreuzberg,Apartment,No,58,838,1043,390
1202,3,Kreuzberg,Apartment,No,49,815,962,390
1203,3,Kreuzberg,Apartment,No,63,1035,1216,390
1204,3,Kreuzberg,Apartment,Yes,47,839,985,390
1205,3,Kreuzberg,Apartment,Yes,43,909,1049,390
1206,3,Kreuzberg,Apartment,No,54,795,979,390
1207,3,Kreuzberg,Apartment,Yes,64,1343,1554,390
1208,3,Kreuzberg,Apartment,No,49,722,867,390
1209,3,Kreuzberg,Apartment,No,54,912,1071,390
1210,3,Kreuzberg,Apartment,No,56,964,1131,390
1211,3,Kreuzberg,Apartment,No,47,729,866,390
1212,3,Kreuzberg,Apartment,No,53,960,1114,390
1213,3,Kreuzberg,Apartment,No,60,954,1123,390
1214,3,Kreuzberg,Apartment,No,44,632,784,390
1215,3,Kreuzberg,Apartment,Yes,62,1221,1401,390
1216,3,Kreuzberg,Apartment,Yes,53,1187,1375,390
1217,3,Kreuzberg,Apartment,No,39,699,819,390
1218,3,Kreuzberg,Apartment,Yes,69,1465,1710,390
1219,3,Kreuzberg,Apartment,No,59,1011,1194,390
1220,3,Kreuzberg,Apartment,No,45,690,851,390
1221,3,Kreuzberg,Apartment,No,68,1229,1463,390
1222,3,Kreuzberg,Apartment,Yes,63,1255,1441,390
1223,3,Kreuzberg,Apartment,No,66,1041,1249,390
1224,3,Kreuzberg,Apartment,No,43,738,860,390
1225,3,Kreuzberg,Apartment,No,49,729,882,390
1226,3,Kreuzberg,Apartment,No,29,419,521,390
1227,3,Kreuzberg,Apartment,No,56,943,1131,390
1228,3,Kreuzberg,Apartment,No,39,618,727,390
1229,3,Kreuzberg,Apartment,No,65,934,1167,390
1230,3,Kreuzberg,Apartment,No,67,1064,1300,390
1231,3,Kreuzberg,Apartment,Yes,59,1281,1468,390
1232,3,Kreuzberg,Apartment,No,72,1159,1416,390
1233,3,Kreuzberg,Apartment,No,46,811,942,390
1234,3,Kreuzberg,Apartment,No,55,902,1095,390
1235,3,Kreuzberg,Apartment,No,58,953,1160,390
1236,3,Kreuzberg,Apartment,No,46,747,893,390
1237,3,Kreuzberg,Apartment,No,47,704,847,390
1238,3,Kreuzberg,Apartment,No,62,1073,1258,390
1239,3,Kreuzberg,Apartment,No,46,825,990,390
1240,3,Kreuzberg,Apartment,No,40,645,786,390
1241,3,Kreuzberg,Apartment,No,74,1340,1553,390
1242,3,Kreuzberg,Apartment,No,48,819,960,390
1243,3,Kreuzberg,Apartment,No,46,739,884,390
1244,3,Kreuzberg,Apartment,Yes,56,1003,1160,390
1245,3,Kreuzberg,Apartment,No,57,908,1089,390
1246,3,Kreuzberg,Apartment,Yes,55,1083,1276,390
1247,3,Kreuzberg,Apartment,Yes,65,1453,1661,390
1248,3,Kreuzberg,Apartment,No,33,528,646,390
1249,3,Kreuzberg,Apartment,No,55,843,1015,390
1250,3,Kreuzberg,Apartment,No,39,708,835,390
1251,3,Kreuzberg,Apartment,No,58,884,1050,390
1252,3,Kreuzberg,Apartment,Yes,28,540,640,390
1253,3,Kreuzberg,Apartment,No,62,1104,1318,390
1254,3,Kreuzberg,Apartment,No,30,539,627,390
1255,3,Kreuzberg,Apartment,No,53,757,924,390
1256,3,Kreuzberg,Apartment,Yes,59,1251,1463,390
1257,3,Kreuzberg,Apartment,No,56,914,1078,390
1258,3,Kreuzberg,Apartment,Yes,30,678,774,390
1259,3,Kreuzberg,Apartment,No,36,589,705,390
1260,3,Kreuzberg,Apartment,No,58,1052,1232,390
1261,3,Kreuzberg,Apartment,No,45,708,850,390
1262,3,Kreuzberg,Apartment,No,58,1004,1203,390
1263,3,Kreuzberg,Apartment,No,30,523,612,390
1264,3,Kreuzberg,Apartment,No,63,1021,1198,390
1265,3,Kreuzberg,Apartment,Yes,54,1079,1255,390
1266,3,Kreuzberg,Apartment,No,78,1375,1629,390
1267,3,Kreuzberg,Apartment,No,55,938,1096,390
1268,3,Kreuzberg,Apartment,No,64,1026,1250,390
1269,3,Kreuzberg,Apartment,No,61,1100,1286,390
1270,3,Kreuzberg,Apartment,No,48,782,927,390
1271,3,Kreuzberg,Apartment,No,50,781,941,390
1272,3,Kreuzberg,Apartment,No,46,712,852,390
1273,3,Kreuzberg,Apartment,No,51,815,998,390
1274,3,Kreuzberg,Apartment,No,56,850,1039,390
1275,3,Kreuzberg,Apartment,No,43,726,867,390
1276,3,Kreuzberg,Apartment,No,54,926,1114,390
1277,3,Kreuzberg,Apartment,Yes,34,627,724,390
1278,3,Kreuzberg,Apartment,No,49,735,897,390
1279,3,Kreuzberg,Apartment,No,39,599,715,390
1280,3,Kreuzberg,Apartment,Yes,54,1069,1230,390
1281,3,Kreuzberg,Apartment,Yes,36,813,937,390
1282,3,Kreuzberg,Apartment,No,33,501,602,390
1283,3,Kreuzberg,Apartment,Yes,53,1146,1330,390
1284,3,Kreuzberg,Apartment,No,31,485,580,390
1285,3,Kreuzberg,Apartment,No,54,770,935,390
1286,3,Kreuzberg,Apartment,Yes,48,1018,1164,390
1287,3,Kreuzberg,Apartment,Yes,45,899,1050,390
1288,3,Kreuzberg,Apartment,No,63,1142,1352,390
1289,3,Kreuzberg,Apartment,Yes,61,1131,1330,390
1290,3,Kreuzberg,Apartment,No,54,826,992,390
1291,4,Prenzlauer Berg,Apartment,No,63,972,1175,360
1292,4,Prenzlauer Berg,Apartment,No,54,730,902,360
1293,4,Prenzlauer Berg,Apartment,No,41,623,746,360
1294,4,Prenzlauer Berg,Apartment,No,45,677,836,360
1295,4,Prenzlauer Berg,Apartment,Yes,57,977,1173,360
1296,4,Prenzlauer Berg,Apartment,No,61,986,1188,360
1297,4,Prenzlauer Berg,Apartment,No,55,864,1041,360
1298,4,Prenzlauer Berg,Apartment,No,66,888,1077,360
1299,4,Prenzlauer Berg,Apartment,No,31,475,579,360
1300,4,Prenzlauer Berg,Apartment,No,45,732,862,360
1301,4,Prenzlauer Berg,Apartment,No,28,384,482,360
1302,4,Prenzlauer Berg,Apartment,No,77,1262,1482,360
1303,4,Prenzlauer Berg,Apartment,No,45,643,803,360
1304,4,Prenzlauer Berg,Apartment,Yes,47,915,1073,360
1305,4,Prenzlauer Berg,Apartment,No,56,803,975,360
1306,4,Prenzlauer Berg,Apartment,No,46,783,922,360
1307,4,Prenzlauer Berg,Apartment,Yes,65,1334,1567,360
1308,4,Prenzlauer Berg,Apartment,Yes,63,1068,1277,360
1309,4,Prenzlauer Berg,Apartment,Yes,41,806,951,360
1310,4,Prenzlauer Berg,Apartment,No,56,837,1010,360
1311,4,Prenzlauer Berg,Apartment,No,58,871,1053,360
1312,4,Prenzlauer Berg,Apartment,Yes,63,1186,1395,360
1313,4,Prenzlauer Berg,Apartment,Yes,55,933,1103,360
1314,4,Prenzlauer Berg,Apartment,No,29,438,535,360
1315,4,Prenzlauer Berg,Apartment,No,67,959,1153,360
1316,4,Prenzlauer Berg,Apartment,No,63,992,1199,360
1317,4,Prenzlauer Berg,Apartment,No,31,422,529,360
1318,4,Prenzlauer Berg,Apartment,No,28,398,495,360
1319,4,Prenzlauer Berg,Apartment,No,48,737,875,360
1320,4,Prenzlauer Berg,Apartment,Yes,58,1210,1408,360
1321,4,Prenzlauer Berg,Apartment,No,29,445,544,360
1322,4,Prenzlauer Berg,Apartment,No,43,665,792,360
1323,4,Prenzlauer Berg,Apartment,No,66,883,1098,360
1324,4,Prenzlauer Berg,Apartment,No,56,916,1088,360
1325,4,Prenzlauer Berg,Apartment,Yes,33,554,663,360
1326,4,Prenzlauer Berg,Apartment,Yes,60,1160,1360,360
1327,4,Prenzlauer Berg,Apartment,No,45,620,770,360
1328,4,Prenzlauer Berg,Apartment,Yes,38,784,910,360
1329,4,Prenzlauer Berg,Apartment,Yes,56,1093,1281,360
1330,4,Prenzlauer Berg,Apartment,No,67,1099,1327,360
1331,4,Prenzlauer Berg,Apartment,No,46,722,886,360
1332,4,Prenzlauer Berg,Apartment,No,61,820,999,360
1333,4,Prenzlauer Berg,Apartment,No,42,596,744,360
1334,4,Prenzlauer Berg,Apartment,No,59,832,1033,360
1335,4,Prenzlauer Berg,Apartment,No,63,873,1061,360
1336,4,Prenzlauer Berg,Apartment,No,52,723,893,360
1337,4,Prenzlauer Berg,Apartment,No,42,629,780,360
1338,4,Prenzlauer Berg,Apartment,No,65,936,1136,360
1339,4,Prenzlauer Berg,Apartment,No,33,551,667,360
1340,4,Prenzlauer Berg,Apartment,No,57,781,982,360
1341,4,Prenzlauer Berg,Apartment,No,60,949,1126,360
1342,4,Prenzlauer Berg,Apartment,No,51,737,886,360
1343,4,Prenzlauer Berg,Apartment,No,50,813,958,360
1344,4,Prenzlauer Berg,Apartment,No,41,644,762,360
1345,4,Prenzlauer Berg,Apartment,No,46,724,878,360
1346,4,Prenzlauer Berg,Apartment,No,65,1030,1226,360
1347,4,Prenzlauer Berg,Apartment,No,51,847,1024,360
1348,4,Prenzlauer Berg,Apartment,No,45,765,916,360
1349,4,Prenzlauer Berg,Apartment,Yes,61,1046,1261,360
1350,4,Prenzlauer Berg,Apartment,No,44,648,786,360
1351,4,Prenzlauer Berg,Apartment,Yes,30,605,712,360
1352,4,Prenzlauer Berg,Apartment,Yes,45,786,939,360
1353,4,Prenzlauer Berg,Apartment,Yes,51,912,1081,360
1354,4,Prenzlauer Berg,Apartment,No,51,815,987,360
1355,4,Prenzlauer Berg,Apartment,No,51,798,974,360
1356,4,Prenzlauer Berg,Apartment,No,48,681,831,360
1357,4,Prenzlauer Berg,Apartment,Yes,41,686,810,360
1358,4,Prenzlauer Berg,Apartment,Yes,55,1124,1287,360
1359,4,Prenzlauer Berg,Apartment,Yes,62,1309,1508,360
1360,4,Prenzlauer Berg,Apartment,No,37,602,735,360
1361,4,Prenzlauer Berg,Apartment,Yes,45,806,946,360
1362,4,Prenzlauer Berg,Apartment,No,48,655,827,360
1363,4,Prenzlauer Berg,Apartment,Yes,38,662,793,360
1364,4,Prenzlauer Berg,Apartment,No,74,1063,1274,360
1365,4,Prenzlauer Berg,Apartment,No,55,922,1113,360
1366,4,Prenzlauer Berg,Apartment,Yes,40,748,883,360
1367,4,Prenzlauer Berg,Apartment,No,46,721,863,360
1368,4,Prenzlauer Berg,Apartment,Yes,39,746,870,360
1369,4,Prenzlauer Berg,Apartment,No,49,797,969,360
1370,4,Prenzlauer Berg,Apartment,No,67,994,1215,360
1371,4,Prenzlauer Berg,Apartment,No,39,533,669,360
1372,4,Prenzlauer Berg,Apartment,No,49,696,862,360
1373,4,Prenzlauer Berg,Apartment,Yes,53,922,1107,360
1374,4,Prenzlauer Berg,Apartment,No,28,462,557,360
1375,4,Prenzlauer Berg,Apartment,No,53,795,944,360
1376,4,Prenzlauer Berg,Apartment,Yes,48,893,1044,360
1377,4,Prenzlauer Berg,Apartment,No,41,669,791,360
1378,4,Prenzlauer Berg,Apartment,No,61,866,1077,360
1379,4,Prenzlauer Berg,Apartment,No,33,545,649,360
1380,4,Prenzlauer Berg,Apartment,No,46,696,848,360
1381,4,Prenzlauer Berg,Apartment,Yes,28,539,635,360
1382,4,Prenzlauer Berg,Apartment,Yes,28,525,617,360
1383,4,Prenzlauer Berg,Apartment,No,35,526,650,360
1384,4,Prenzlauer Berg,Apartment,Yes,52,946,1114,360
1385,4,Prenzlauer Berg,Apartment,No,60,828,1001,360
1386,4,Prenzlauer Berg,Apartment,No,78,1219,1486,360
1387,4,Prenzlauer Berg,Apartment,Yes,45,834,986,360
1388,4,Prenzlauer Berg,Apartment,No,46,684,816,360
1389,4,Prenzlauer Berg,Apartment,Yes,60,1029,1205,360
1390,4,Prenzlauer Berg,Apartment,No,32,503,611,360
1391,4,Prenzlauer Berg,Apartment,Yes,60,1170,1342,360
1392,4,Prenzlauer Berg,Apartment,No,65,945,1178,360
1393,4,Prenzlauer Berg,Apartment,No,70,1110,1319,360
1394,4,Prenzlauer Berg,Apartment,No,44,632,763,360
1395,4,Prenzlauer Berg,Apartment,No,51,743,914,360
1396,4,Prenzlauer Berg,Apartment,No,55,901,1062,360
1397,4,Prenzlauer Berg,Apartment,No,58,782,959,360
1398,4,Prenzlauer Berg,Apartment,Yes,67,1230,1461,360
1399,4,Prenzlauer Berg,Apartment,Yes,59,1093,1281,360
1400,4,Prenzlauer Berg,Apartment,Yes,50,1040,1183,360
1401,4,Prenzlauer Berg,Apartment,Yes,45,917,1053,360
1402,4,Prenzlauer Berg,Apartment,No,59,994,1166,360
1403,4,Prenzlauer Berg,Apartment,No,81,1272,1561,360
1404,4,Prenzlauer Berg,Apartment,No,66,890,1076,360
1405,4,Prenzlauer Berg,Apartment,Yes,61,1204,1375,360
1406,4,Prenzlauer Berg,Apartment,No,53,812,982,360
1407,4,Prenzlauer Berg,Apartment,Yes,55,1044,1219,360
1408,4,Prenzlauer Berg,Apartment,No,46,638,773,360
1409,4,Prenzlauer Berg,Apartment,Yes,55,956,1133,360
1410,4,Prenzlauer Berg,Apartment,No,63,856,1045,360
1411,4,Prenzlauer Berg,Apartment,No,58,983,1167,360
1412,4,Prenzlauer Berg,Apartment,No,58,934,1122,360
1413,4,Prenzlauer Berg,Apartment,Yes,42,780,926,360
1414,4,Prenzlauer Berg,Apartment,No,53,725,885,360
1415,4,Prenzlauer Berg,Apartment,No,46,719,877,360
1416,4,Prenzlauer Berg,Apartment,No,56,794,961,360
1417,4,Prenzlauer Berg,Apartment,Yes,60,1034,1230,360
1418,4,Prenzlauer Berg,Apartment,No,57,786,953,360
1419,4,Prenzlauer Berg,Apartment,No,64,878,1099,360
1420,4,Prenzlauer Berg,Apartment,No,62,1041,1262,360
1421,4,Prenzlauer Berg,Apartment,No,28,461,550,360
1422,4,Prenzlauer Berg,Apartment,Yes,61,1154,1365,360
1423,4,Prenzlauer Berg,Apartment,No,32,484,580,360
1424,4,Prenzlauer Berg,Apartment,No,40,650,773,360
1425,4,Prenzlauer Berg,Apartment,No,49,825,969,360
1426,4,Prenzlauer Berg,Apartment,No,47,706,839,360
1427,4,Prenzlauer Berg,Apartment,No,58,891,1074,360
1428,4,Prenzlauer Berg,Apartment,No,29,490,577,360
1429,4,Prenzlauer Berg,Apartment,No,49,790,955,360
1430,4,Prenzlauer Berg,Apartment,No,33,442,555,360
1431,4,Prenzlauer Berg,Apartment,Yes,61,1073,1246,360
1432,4,Prenzlauer Berg,Apartment,No,29,478,579,360
1433,4,Prenzlauer Berg,Apartment,Yes,68,1233,1430,360
1434,4,Prenzlauer Berg,Apartment,No,42,587,707,360
1435,4,Prenzlauer Berg,Apartment,No,51,854,1008,360
1436,4,Prenzlauer Berg,Apartment,No,55,876,1074,360
1437,4,Prenzlauer Berg,Apartment,No,62,838,1012,360
1438,4,Prenzlauer Berg,Apartment,Yes,38,808,938,360
1439,4,Prenzlauer Berg,Apartment,No,29,403,493,360
1440,4,Prenzlauer Berg,Apartment,No,53,854,1006,360
1441,4,Prenzlauer Berg,Apartment,Yes,60,1176,1366,360
1442,4,Prenzlauer Berg,Apartment,No,50,733,908,360
1443,4,Prenzlauer Berg,Apartment,No,45,685,834,360
1444,4,Prenzlauer Berg,Apartment,No,58,976,1163,360
1445,4,Prenzlauer Berg,Apartment,Yes,62,1071,1252,360
1446,4,Prenzlauer Berg,Apartment,No,63,909,1104,360
1447,4,Prenzlauer Berg,Apartment,Yes,51,945,1090,360
1448,4,Prenzlauer Berg,Apartment,No,32,443,549,360
1449,4,Prenzlauer Berg,Apartment,No,85,1309,1560,360
1450,4,Prenzlauer Berg,Apartment,No,68,986,1188,360
1451,4,Prenzlauer Berg,Apartment,No,44,608,756,360
1452,4,Prenzlauer Berg,Apartment,Yes,64,1256,1483,360
1453,4,Prenzlauer Berg,Apartment,Yes,42,747,872,360
1454,4,Prenzlauer Berg,Apartment,Yes,58,985,1166,360
1455,4,Prenzlauer Berg,Apartment,Yes,55,939,1104,360
1456,4,Prenzlauer Berg,Apartment,No,60,874,1044,360
1457,4,Prenzlauer Berg,Apartment,No,39,577,710,360
1458,4,Prenzlauer Berg,Apartment,No,52,847,1008,360
1459,4,Prenzlauer Berg,Apartment,Yes,40,814,932,360
1460,4,Prenzlauer Berg,Apartment,No,48,704,863,360
1461,4,Prenzlauer Berg,Apartment,Yes,46,889,1038,360
1462,4,Prenzlauer Berg,Apartment,No,68,950,1186,360
1463,4,Prenzlauer Berg,Apartment,Yes,68,1405,1645,360
1464,4,Prenzlauer Berg,Apartment,No,68,930,1161,360
1465,4,Prenzlauer Berg,Apartment,Yes,59,1028,1227,360
1466,4,Prenzlauer Berg,Apartment,No,69,941,1144,360
1467,4,Prenzlauer Berg,Apartment,No,65,1015,1240,360
1468,4,Prenzlauer Berg,Apartment,No,28,395,492,360
1469,4,Prenzlauer Berg,Apartment,No,52,881,1039,360
1470,4,Prenzlauer Berg,Apartment,No,67,1051,1288,360
1471,4,Prenzlauer Berg,Apartment,No,53,822,981,360
1472,4,Prenzlauer Berg,Apartment,Yes,43,788,915,360
1473,4,Prenzlauer Berg,Apartment,Yes,55,1110,1273,360
1474,4,Prenzlauer Berg,Apartment,Yes,67,1292,1503,360
1475,4,Prenzlauer Berg,Apartment,No,51,706,888,360
1476,4,Prenzlauer Berg,Apartment,Yes,58,1051,1254,360
1477,4,Prenzlauer Berg,Apartment,No,44,704,855,360
1478,4,Prenzlauer Berg,Apartment,No,49,733,901,360
1479,4,Prenzlauer Berg,Apartment,No,40,588,717,360
1480,4,Prenzlauer Berg,Apartment,No,28,457,547,360
1481,4,Prenzlauer Berg,Apartment,Yes,38,681,809,360
1482,4,Prenzlauer Berg,Apartment,No,63,974,1152,360
1483,4,Prenzlauer Berg,Apartment,No,54,828,983,360
1484,4,Prenzlauer Berg,Apartment,Yes,81,1421,1674,360
1485,4,Prenzlauer Berg,Apartment,Yes,44,740,882,360
1486,4,Prenzlauer Berg,Apartment,No,51,775,948,360
1487,4,Prenzlauer Berg,Apartment,No,47,706,847,360
1488,4,Prenzlauer Berg,Apartment,No,47,738,901,360
